1;4;569;799;958;808;949;642;809;714;740;378;585;0;412;649;269;536;30;667;38;12;127;514;430;113;473;314;577;69;0;394;24;0
2;0;552;784;924;793;908;662;804;656;743;483;494;0;430;669;280;537;0;676;27;7;121;503;421;83;484;252;557;59;0;425;4;0
3;5;531;797;917;885;953;565;706;667;718;414;550;0;381;641;250;537;29;622;29;11;168;463;377;113;430;283;530;138;0;414;28;0
0;2;537;754;895;851;922;579;745;677;707;310;584;0;386;609;305;564;28;648;26;3;108;456;353;90;415;293;510;141;0;388;23;0
5;3;556;755;916;848;892;530;797;650;748;256;591;0;372;597;262;536;13;661;28;2;95;471;401;122;487;266;535;66;0;406;25;0
6;4;556;783;889;836;835;622;752;690;711;530;512;0;395;608;306;554;0;690;30;0;100;462;371;83;508;305;538;0;0;409;33;0
7;5;548;819;928;804;910;637;773;697;784;555;551;0;400;655;239;597;20;711;30;0;125;518;410;110;508;310;562;62;0;391;30;0
8;3;540;746;926;832;885;653;803;618;719;522;452;0;377;615;274;552;0;652;23;0;127;481;434;104;447;266;526;55;0;398;16;0
9;1;537;757;911;848;916;623;785;662;707;193;625;0;394;668;234;539;21;641;32;0;175;443;390;120;427;246;535;111;0;408;5;0
10;2;549;768;910;819;903;606;745;663;704;223;608;0;384;634;271;537;14;638;28;0;165;420;382;79;414;291;561;149;0;378;17;0
11;3;532;753;901;790;810;605;710;677;763;242;612;0;389;624;302;547;22;671;25;0;78;458;332;111;452;256;551;129;0;372;35;0
12;6;544;775;908;841;903;633;673;629;790;388;585;0;395;639;217;571;0;704;25;0;121;492;391;106;508;247;512;49;0;399;15;0
13;6;569;783;881;822;868;601;677;659;849;530;496;0;425;666;273;545;29;689;44;0;135;459;405;84;537;266;576;29;0;418;16;0
14;7;567;832;921;845;873;695;732;697;908;539;518;0;445;680;279;577;0;695;15;0;125;460;439;61;521;280;581;100;0;452;19;0
15;4;571;735;890;826;934;553;782;662;703;342;527;0;366;674;223;499;21;639;22;12;137;451;355;106;441;262;529;148;0;376;9;0
16;5;557;782;922;844;960;567;792;618;793;246;595;0;435;688;261;550;11;705;30;0;190;448;411;95;410;253;532;146;0;422;3;0
17;2;531;771;933;833;896;616;764;673;765;336;575;0;392;671;285;567;25;676;37;0;94;450;343;95;405;267;535;118;0;399;36;0
18;1;521;777;890;804;865;615;761;672;746;406;538;0;392;641;276;567;0;696;29;0;101;455;358;97;509;256;548;25;0;399;29;0
19;6;533;767;911;747;876;611;725;639;738;271;606;0;350;641;226;551;21;664;32;0;127;432;411;53;514;263;519;0;0;364;14;0
20;3;557;774;900;828;845;674;791;703;723;406;558;0;420;672;268;573;0;686;30;0;107;452;436;34;468;279;546;53;0;428;21;0
21;3;532;797;938;884;973;634;793;774;754;521;532;0;362;642;270;615;25;715;38;0;176;448;369;105;401;273;592;160;0;371;7;0
22;1;503;764;920;835;866;629;711;652;740;348;592;0;357;618;280;532;0;642;22;0;176;431;428;87;398;276;542;132;0;347;15;0
23;2;508;750;910;840;886;634;732;650;742;314;573;0;413;631;264;557;22;648;27;0;145;446;379;69;388;217;529;115;0;380;2;0
24;10;533;774;914;834;884;576;756;636;707;334;571;0;394;633;262;548;0;684;27;0;122;478;389;79;467;270;508;80;0;391;13;0
25;5;488;769;891;812;826;567;649;646;767;455;564;0;385;641;278;562;24;661;25;0;100;462;360;76;529;260;548;0;0;371;31;0
26;9;539;773;909;834;958;604;743;657;776;426;503;0;392;650;253;542;0;692;20;0;110;459;394;73;495;263;517;98;0;392;14;0
27;4;561;779;899;841;911;631;790;706;739;532;486;0;401;605;349;547;27;668;45;0;166;444;375;114;420;288;585;135;0;400;12;0
28;2;529;816;925;859;898;582;670;677;803;358;612;0;431;632;323;549;0;714;26;0;153;481;402;97;469;279;566;164;0;419;28;0
29;1;542;760;914;795;903;576;701;604;788;310;626;0;409;694;272;530;25;678;41;0;150;526;462;139;451;236;524;83;0;439;28;0
30;0;546;776;913;857;897;640;729;675;725;459;551;0;439;680;257;513;0;668;39;0;114;529;405;127;550;276;548;95;0;451;19;0
31;1;533;787;928;791;910;600;766;651;735;290;596;0;392;646;268;544;27;686;33;0;126;485;399;88;510;268;545;83;0;378;14;0
