01.08.2018;1;0;9;21;18;0;35;0;25;0;24;0;18;0;0;28;0;17;0;21;0;0;0;29;22;0;15;0;34;0;0;20;0;0
01.08.2018;2;0;8;11;35;0;46;0;27;0;19;0;23;0;0;31;0;30;0;38;0;0;0;28;32;0;20;0;25;0;0;19;0;0
01.08.2018;3;0;6;18;42;0;45;0;19;0;26;0;31;0;0;31;0;41;0;43;0;0;0;27;27;0;14;0;13;0;0;17;0;0
01.08.2018;4;0;17;34;48;9;41;5;26;5;50;9;43;0;0;35;0;37;3;46;10;0;0;14;23;0;14;0;31;0;0;14;0;0
01.08.2018;5;0;29;33;59;53;52;47;31;50;29;37;28;0;10;39;0;38;0;55;18;0;0;17;16;0;29;0;40;0;0;20;0;0
01.08.2018;6;0;42;37;65;51;53;42;36;57;31;46;42;0;27;41;0;30;0;30;7;0;0;29;15;0;29;7;46;0;0;18;0;0
01.08.2018;7;0;37;44;54;61;38;38;36;50;41;52;39;0;41;51;9;38;0;43;0;0;0;26;26;0;32;11;38;0;0;23;0;0
01.08.2018;8;0;34;41;55;56;44;33;31;57;36;42;31;0;35;22;38;32;0;42;0;0;0;31;31;0;36;18;40;0;0;23;0;0
01.08.2018;9;0;47;42;38;47;33;48;51;48;46;38;28;0;33;25;43;31;0;27;0;0;0;38;26;18;32;22;26;0;0;32;0;0
01.08.2018;10;0;32;37;52;50;44;52;36;57;32;32;21;0;55;34;42;27;0;27;0;0;0;31;22;20;32;24;36;0;0;46;0;1
01.08.2018;11;0;27;50;54;65;52;56;31;40;42;44;31;0;41;22;36;24;0;29;0;0;18;36;26;14;42;15;33;0;0;35;0;1
01.08.2018;12;0;32;31;65;65;56;51;33;43;30;33;22;0;29;26;31;25;0;24;0;0;21;35;17;20;33;22;26;0;0;25;0;0
01.08.2018;13;0;34;39;60;66;57;35;32;40;39;35;27;0;36;28;34;40;0;52;0;0;19;36;20;13;30;21;31;0;0;32;0;0
01.08.2018;14;0;36;45;65;77;55;38;32;45;43;36;29;0;28;23;30;27;0;34;0;0;21;41;10;21;41;17;31;0;0;29;0;0
01.08.2018;15;0;41;29;56;69;50;52;41;48;30;32;20;0;48;25;42;32;0;38;0;0;24;21;19;19;40;20;43;0;0;38;0;0
01.08.2018;16;0;42;31;58;57;54;34;41;41;29;42;31;0;35;29;35;35;0;43;0;0;6;39;23;0;36;23;30;0;0;24;0;0
01.08.2018;17;0;35;37;64;64;51;30;34;36;35;40;39;0;24;22;28;39;0;41;0;0;0;44;25;0;30;26;21;0;0;27;0;1
01.08.2018;18;0;38;39;57;61;52;36;39;48;37;41;25;0;31;24;25;41;0;48;0;0;0;41;24;0;33;30;18;0;0;22;0;0
01.08.2018;19;0;28;44;59;61;51;42;25;50;35;47;29;0;41;34;32;35;0;40;0;0;0;34;22;0;36;30;22;0;0;34;0;0
01.08.2018;20;0;45;38;58;51;42;42;47;24;31;55;33;0;26;45;3;45;0;49;8;0;0;36;16;0;31;13;27;0;0;31;0;0
01.08.2018;21;0;38;41;50;25;44;6;44;0;47;27;46;0;0;38;0;32;0;44;0;0;0;30;26;0;33;0;36;0;0;26;0;0
01.08.2018;22;0;31;38;30;0;32;0;40;0;48;0;53;0;0;58;0;39;0;46;0;0;0;15;21;0;26;0;37;0;0;29;0;0
01.08.2018;23;0;16;21;30;0;34;0;31;0;26;0;32;0;0;44;0;31;0;48;0;0;0;23;22;0;23;0;28;0;0;23;0;0
01.08.2018;24;0;11;20;19;0;19;0;20;0;24;0;14;0;0;34;0;10;0;26;0;0;0;21;27;0;15;0;25;0;0;22;0;0
02.08.2018;1;0;11;23;20;0;26;0;22;0;25;0;17;0;0;29;0;16;0;24;0;0;0;30;22;0;16;0;21;0;0;19;0;0
02.08.2018;2;0;8;15;35;0;45;0;36;0;31;0;25;0;0;38;0;26;0;38;0;0;0;30;38;0;20;0;34;0;0;29;0;0
02.08.2018;3;0;12;16;41;0;41;0;28;0;30;0;26;0;0;41;0;35;0;39;0;0;0;23;34;0;15;0;22;0;0;25;0;0
02.08.2018;4;0;13;28;41;5;36;4;27;9;39;17;36;0;0;42;0;38;0;36;8;0;0;14;27;0;13;0;33;0;0;22;0;0
02.08.2018;5;0;38;29;59;43;48;25;33;49;32;55;42;0;27;41;0;43;0;62;26;0;0;17;11;0;32;14;29;0;0;19;0;0
02.08.2018;6;0;40;44;59;54;46;28;36;60;38;45;33;0;31;53;0;29;0;28;10;0;0;23;12;0;30;13;34;0;0;21;0;0
02.08.2018;7;0;37;46;44;49;32;36;39;47;40;38;36;0;38;56;0;34;0;34;0;0;0;24;21;0;29;15;34;0;0;22;0;0
02.08.2018;8;0;41;37;60;49;45;28;39;48;35;31;30;0;32;40;23;34;0;32;0;0;0;27;34;0;40;18;38;0;0;22;0;0
02.08.2018;9;0;43;41;38;48;39;50;50;45;43;32;24;0;32;35;40;39;0;37;0;0;0;34;27;14;36;25;29;0;0;30;0;0
02.08.2018;10;0;33;43;53;54;48;46;34;58;47;36;22;0;51;36;46;25;0;22;0;0;0;33;33;0;31;26;36;0;0;39;0;0
02.08.2018;11;0;27;39;51;65;43;47;28;52;39;41;27;0;32;27;38;30;0;31;0;0;0;32;38;0;44;26;33;0;0;31;0;0
02.08.2018;12;0;24;34;66;65;57;40;26;50;35;32;28;0;31;30;29;22;0;30;0;0;14;32;26;2;31;24;33;12;0;23;0;0
02.08.2018;13;0;23;41;58;63;48;33;30;52;42;36;25;0;38;31;37;27;0;38;0;0;22;37;15;7;18;23;30;26;0;20;0;0
