1;15;1;430;597;897;800;878;434;491;544;586;555;517;0;247;637;31;568;22;646;29;0;49;483;292;0;491;227;433;0;0;304;0;3;0
1;16;2;435;561;848;759;819;430;512;518;579;455;497;0;325;497;171;509;0;603;17;0;106;432;288;51;433;210;407;50;0;336;0;1;0
1;17;4;468;590;872;815;836;477;559;523;552;447;489;0;296;484;196;528;22;640;52;0;129;444;334;0;410;236;392;86;0;336;0;3;0
1;18;3;478;592;844;803;819;500;552;562;588;510;427;0;298;534;154;569;0;656;10;0;118;449;340;0;472;229;403;0;0;336;0;1;0
1;19;0;461;594;889;840;811;478;540;566;584;549;499;0;303;594;82;546;17;654;46;0;103;479;348;0;470;230;419;75;0;340;0;1;0
1;20;2;406;587;863;722;776;510;501;508;551;476;468;0;261;650;0;502;0;576;0;0;115;428;376;29;413;235;397;26;0;333;0;3;0
1;21;5;445;572;890;754;820;530;530;482;528;496;472;0;279;595;133;515;4;627;27;0;106;447;355;0;468;223;415;0;0;339;0;0;0
1;22;1;446;559;868;786;859;515;589;548;571;529;412;0;278;492;148;544;0;625;25;0;111;398;258;36;438;222;394;78;0;319;55;1;0
1;23;0;423;562;839;717;823;492;571;466;490;417;463;0;236;441;182;468;21;575;44;0;84;421;301;0;430;207;377;38;0;289;0;6;0
1;24;0;469;557;866;732;799;518;640;558;517;505;426;0;273;500;132;566;0;655;0;0;86;446;315;0;422;223;405;55;0;306;70;0;0
1;25;2;491;560;831;763;818;529;667;566;528;532;438;0;267;647;0;525;21;658;43;0;59;478;313;0;490;245;417;60;0;294;0;2;0
1;26;1;460;611;864;796;841;550;662;538;580;457;412;0;267;611;40;520;0;642;18;0;103;444;352;0;481;254;449;0;0;335;0;1;0
1;27;0;418;558;849;722;830;547;576;503;550;426;357;0;204;635;0;487;26;566;21;0;68;480;381;0;435;230;416;0;0;312;147;0;0
1;28;3;443;563;891;750;854;581;601;540;567;472;374;0;305;541;159;537;0;644;16;0;133;455;325;23;433;231;415;68;0;323;52;0;0
1;29;4;454;613;893;847;846;456;548;515;554;555;458;0;247;436;199;510;16;624;50;0;108;409;264;0;473;229;405;41;0;277;0;2;0
1;30;4;442;546;834;744;833;459;510;496;493;414;392;0;255;419;178;478;0;580;0;0;77;419;255;0;463;202;380;0;0;271;70;0;0
1;31;1;458;575;862;841;813;517;596;626;517;512;439;0;268;527;140;521;21;601;35;0;79;429;316;0;455;248;412;33;0;298;0;0;0
2;1;1;490;542;870;722;814;373;664;558;553;461;429;0;299;603;57;541;0;617;0;0;66;440;325;0;437;225;453;0;0;307;0;3;0
2;2;0;475;587;896;750;853;515;569;564;585;470;451;0;282;658;38;486;15;631;31;0;82;478;338;0;518;235;445;0;0;319;122;3;0
2;3;3;433;550;809;768;742;556;573;513;553;392;321;0;265;426;175;450;0;551;0;0;127;412;345;33;427;216;361;46;0;294;51;0;0
2;4;0;461;590;799;641;728;487;529;540;565;480;434;0;273;500;179;506;15;608;26;0;117;396;362;0;441;186;422;13;0;324;346;0;0
2;5;0;437;601;824;696;764;347;625;535;522;368;484;0;278;446;205;533;0;618;12;0;83;416;321;0;449;214;400;44;0;300;89;1;0
2;6;0;451;511;768;659;688;437;559;508;474;471;452;0;268;540;110;490;17;573;33;0;106;362;290;0;418;229;392;13;0;298;0;2;0
2;7;2;435;561;836;706;779;471;540;472;467;279;552;0;253;599;55;510;0;617;24;0;44;438;307;0;450;212;414;0;0;321;0;1;0
2;8;1;489;558;828;682;798;476;547;526;542;505;479;0;259;652;15;556;0;632;23;0;64;440;313;0;437;224;413;0;0;321;113;2;0
2;9;2;490;608;878;771;841;512;562;559;606;487;520;0;318;553;147;550;0;668;30;0;98;468;332;28;453;241;429;73;0;348;153;1;0
2;10;1;430;578;851;705;787;458;569;484;522;367;513;0;271;455;216;476;14;578;44;0;113;453;417;0;389;206;396;51;0;331;35;3;0
2;11;2;441;597;870;758;809;465;560;562;604;365;488;0;303;491;188;537;0;640;0;0;132;450;366;0;463;218;402;0;0;339;123;0;0
2;12;0;439;573;890;812;794;440;515;567;565;563;486;0;281;525;123;522;16;602;36;0;86;465;331;0;394;244;403;77;0;322;0;3;0
2;13;2;435;545;832;691;774;402;513;519;518;452;477;0;282;565;55;495;0;589;6;0;61;432;297;0;431;219;401;18;0;294;0;1;0
2;14;0;498;552;855;681;781;473;566;560;593;527;489;0;271;609;111;538;0;638;34;0;62;452;310;0;456;219;440;0;0;311;73;4;0
2;15;1;489;563;848;747;794;500;584;578;601;488;476;0;332;567;147;500;0;613;32;0;110;396;326;0;421;239;437;59;0;337;36;0;0
2;16;1;527;685;902;851;840;575;622;598;658;511;447;0;317;509;216;513;20;642;30;0;156;444;351;0;480;212;460;88;0;347;174;2;0
2;17;0;464;597;859;728;807;350;642;514;573;429;420;0;280;494;162;478;0;569;0;0;134;430;386;0;462;209;399;0;0;310;83;1;0
2;18;11;482;596;887;808;809;468;569;541;563;471;448;0;307;529;164;485;12;610;33;0;109;454;324;0;453;212;410;28;0;312;0;1;0
2;19;1;448;648;864;754;806;505;572;525;500;523;485;0;274;541;131;551;0;611;0;0;69;450;300;0;441;212;406;0;0;306;0;1;0
2;20;0;455;509;833;686;747;474;586;533;468;470;462;0;300;550;87;482;0;588;21;0;68;411;317;0;433;216;391;0;0;288;0;1;0
2;21;0;478;549;853;781;826;551;636;556;492;500;421;0;287;475;188;521;0;607;17;0;116;391;307;0;423;215;426;64;0;292;51;0;0
2;22;0;500;649;853;742;812;567;690;582;526;509;464;0;280;461;220;533;21;594;37;0;143;387;354;0;377;250;455;65;0;325;0;0;0
2;23;0;450;640;864;725;820;544;611;587;533;472;390;0;264;485;164;527;0;597;10;0;148;392;332;0;422;238;419;0;0;295;112;0;0
2;24;0;447;568;836;657;686;364;664;523;513;170;545;0;274;607;39;458;16;535;27;0;110;421;394;0;393;233;403;0;0;327;0;0;0
2;25;0;508;599;900;760;790;379;625;534;536;372;596;0;305;690;32;555;0;632;0;0;120;466;377;0;423;214;460;0;0;356;0;0;0
2;26;0;473;589;862;724;826;499;573;564;528;477;485;0;269;636;65;528;18;598;45;0;96;448;341;0;471;217;425;0;0;340;89;5;0
2;27;0;474;519;824;710;714;446;530;554;521;505;537;0;279;479;166;521;0;589;19;0;123;426;290;0;409;218;404;42;0;312;63;3;0
2;28;0;470;618;870;747;789;457;579;540;555;532;483;0;273;465;202;508;15;582;31;0;137;413;339;0;391;245;406;59;0;334;0;2;0
3;1;4;489;647;836;775;769;467;565;544;588;534;485;0;321;517;179;555;0;628;19;0;119;407;353;0;423;247;408;0;0;361;39;17;0
3;2;0;527;641;900;832;846;519;616;625;624;552;475;0;309;599;126;519;14;666;38;0;84;510;382;0;511;227;446;55;0;360;0;9;0
3;3;2;463;600;854;731;779;366;629;512;570;272;575;0;272;542;129;522;0;615;0;0;68;496;366;0;457;220;405;0;0;300;0;2;0
3;4;1;468;582;871;709;807;429;557;548;567;441;486;0;260;615;104;496;11;624;40;0;109;451;358;0;452;215;436;0;0;318;149;0;0
3;5;0;447;595;894;788;843;517;617;612;539;532;432;0;285;491;192;520;0;628;27;0;100;426;324;0;438;239;428;72;0;294;27;0;0
3;6;0;497;627;847;786;776;472;600;559;534;510;472;0;259;438;202;529;17;602;22;0;119;402;272;0;415;227;407;87;0;270;0;0;0
3;7;7;540;639;877;786;836;404;717;561;593;520;483;0;311;495;224;554;0;643;19;0;107;436;358;0;445;216;419;55;0;327;79;0;0
3;8;0;431;567;855;708;760;474;520;507;534;504;469;0;298;548;117;506;24;575;42;0;121;410;344;0;419;236;369;0;0;331;0;1;0
3;9;7;421;582;883;703;771;77;722;497;536;333;551;0;284;569;126;532;0;604;0;0;115;466;346;0;448;219;412;0;0;335;0;0;0
3;10;1;489;567;869;683;771;405;654;495;561;312;537;0;276;680;36;458;15;533;41;0;116;444;417;0;445;216;410;0;0;343;122;0;0
3;11;4;539;605;927;840;855;580;628;585;627;504;500;0;326;584;190;500;0;645;30;0;171;471;377;0;464;250;471;69;0;348;64;1;0
3;12;2;483;653;871;766;791;523;641;523;579;511;506;0;266;455;213;509;13;618;45;0;126;409;311;0;444;212;447;88;0;288;0;3;0
3;13;2;460;595;860;811;827;522;604;539;548;459;353;0;277;506;144;501;0;591;15;0;79;412;283;0;460;228;421;0;0;292;0;3;0
3;14;2;470;597;863;792;775;523;629;586;562;481;414;0;280;517;166;518;14;618;32;0;91;412;321;0;448;274;420;0;0;294;0;0;0
3;15;3;480;597;875;796;838;509;650;540;559;506;418;0;259;507;141;566;0;647;14;0;85;444;346;0;455;231;436;0;0;311;0;0;0
3;16;0;457;632;898;764;833;431;663;603;585;479;527;0;260;617;101;552;12;662;38;0;83;508;368;0;495;231;477;0;0;313;53;5;0
3;17;0;436;559;867;773;757;530;589;533;517;452;438;0;286;586;100;475;0;574;21;0;142;424;358;37;448;237;397;57;0;320;0;0;0
3;18;0;434;630;904;748;872;554;646;557;513;489;453;0;258;512;192;500;13;599;34;0;137;380;330;0;409;223;429;74;0;289;0;0;0
3;19;2;413;601;868;856;855;351;643;523;536;431;459;0;257;444;182;554;0;641;21;0;89;439;263;0;454;199;385;43;0;268;0;0;0
3;20;0;421;555;851;754;767;467;605;541;528;461;419;0;266;445;194;509;15;608;33;0;78;448;272;0;458;216;368;43;0;276;0;2;0
3;21;0;481;544;881;725;778;121;715;517;507;307;636;0;267;576;106;523;0;616;7;0;97;441;344;0;482;212;420;26;0;323;0;1;0
3;22;0;496;559;856;746;789;394;704;559;521;444;516;0;285;622;82;567;30;637;39;0;48;479;397;0;435;228;439;23;0;343;76;1;0
3;23;0;530;577;895;812;868;551;753;600;542;495;469;0;297;466;232;581;0;686;24;0;126;468;331;40;474;244;442;75;0;342;71;0;0
3;24;0;447;590;871;788;823;552;632;525;528;406;440;0;263;463;218;486;14;589;23;0;142;435;361;0;431;200;404;99;0;306;0;0;0
3;25;0;441;574;949;781;909;430;679;567;536;384;444;0;292;488;227;518;0;636;12;0;126;454;347;0;486;235;411;0;0;324;130;0;0
3;26;0;471;577;942;827;862;553;670;595;540;534;460;0;296;478;200;574;0;668;26;0;80;488;343;0;464;245;420;62;0;315;0;1;0
3;27;0;455;560;925;773;799;441;534;551;510;553;545;0;332;577;113;524;0;639;20;0;99;474;330;0;491;232;435;37;0;324;0;1;0
3;28;0;456;555;923;753;877;396;694;571;511;441;495;0;258;630;81;555;22;633;27;0;57;512;360;0;493;223;449;0;0;343;84;0;0
3;29;0;471;532;933;833;864;567;646;562;489;537;413;0;292;482;203;559;0;654;28;0;109;430;287;48;419;260;417;53;0;314;41;4;0
3;30;0;510;587;945;857;893;564;704;560;565;530;432;0;296;523;202;558;14;661;25;0;145;455;334;0;463;239;441;94;0;330;0;2;0
3;31;0;429;560;936;809;843;549;607;522;550;337;487;0;279;509;198;523;0;629;24;0;152;430;350;0;436;224;419;53;0;315;0;0;0
4;1;0;455;571;950;766;838;468;535;532;581;531;520;0;315;560;139;505;27;639;55;0;101;422;289;0;477;215;425;26;0;314;0;0;0
4;2;0;469;563;932;760;816;135;733;488;550;379;593;0;295;583;117;517;0;649;34;0;81;469;301;0;505;204;413;20;0;352;0;3;0
4;3;0;498;546;937;744;890;567;699;556;509;333;582;0;268;612;132;553;18;618;28;0;52;451;337;0;492;239;455;0;0;325;0;4;0
4;4;0;529;559;922;842;849;656;694;594;542;455;518;0;319;613;141;568;0;670;33;0;92;452;338;38;465;261;454;60;0;361;0;1;0
4;5;0;524;595;927;792;856;529;669;549;557;300;657;0;317;499;216;552;17;660;46;0;134;433;377;0;435;251;474;65;0;357;0;4;0
4;6;0;508;598;932;820;903;658;715;575;577;382;510;0;329;521;221;578;0;682;14;0;111;461;370;5;463;234;470;98;0;359;90;8;0
4;7;0;463;566;918;807;804;579;681;591;540;471;420;0;307;580;145;503;14;583;28;0;70;491;362;0;489;243;461;0;0;313;0;1;0
4;8;0;469;568;949;757;844;156;861;545;520;272;519;0;302;643;90;509;0;644;22;0;94;482;319;0;497;238;465;28;0;305;0;0;0
4;9;0;513;580;937;751;851;570;694;564;534;400;532;0;297;599;100;513;15;653;47;0;66;497;324;0;533;220;443;0;0;321;64;6;0
4;10;0;524;537;916;797;784;610;670;547;497;438;525;0;313;489;191;548;0;663;27;0;94;447;279;24;500;226;435;38;0;323;0;0;0
4;11;0;505;580;936;797;807;533;643;578;549;524;579;0;296;495;214;562;30;631;27;0;139;421;327;0;435;224;447;96;0;325;0;0;0
4;12;0;566;544;964;876;929;569;712;573;527;424;570;0;290;511;192;603;0;672;18;0;137;458;352;0;427;246;435;79;0;362;127;1;0
4;13;0;541;586;955;812;786;555;680;603;593;615;556;0;319;511;214;599;21;677;24;0;75;499;348;0;511;223;445;0;0;341;0;5;0
4;14;0;482;576;948;747;816;379;790;554;524;257;526;0;301;585;169;480;0;639;19;0;83;494;369;0;517;239;462;0;0;329;0;1;0
4;15;0;489;592;985;772;932;520;728;544;547;406;495;0;308;575;207;558;3;676;50;0;73;533;380;0;477;224;476;2;1;369;23;0;0
4;16;0;523;577;961;912;912;606;678;621;531;510;555;0;302;474;225;603;0;693;31;0;113;459;311;23;441;240;440;65;0;324;0;1;0
4;17;0;532;566;947;822;874;594;747;587;529;546;520;0;291;531;164;588;22;649;46;0;147;400;316;0;419;237;428;87;0;328;0;2;0
4;18;0;518;578;937;872;905;627;709;587;521;565;437;0;284;530;178;568;0;665;23;0;75;437;317;0;459;273;420;28;0;328;81;0;0
4;19;0;541;576;957;843;862;531;645;606;571;612;587;0;293;503;188;596;7;710;37;0;58;466;317;0;504;260;431;0;0;317;0;4;0
4;20;0;570;611;960;874;896;625;733;648;608;512;592;0;308;613;163;602;0;698;23;0;79;504;391;0;549;266;506;0;0;365;0;0;0
4;21;0;498;594;963;749;865;628;707;602;545;449;488;0;300;707;62;525;11;630;28;0;85;485;382;0;517;223;496;27;0;348;193;1;0
4;22;0;486;596;981;788;870;567;682;624;568;260;581;0;323;521;249;524;0;654;28;0;116;461;312;42;470;260;470;69;0;334;43;0;0
4;23;0;534;634;949;850;962;599;713;594;568;545;498;0;297;531;209;568;23;653;33;0;142;458;356;0;456;240;480;90;0;333;70;6;0
4;24;0;533;601;933;811;857;589;715;626;603;537;448;0;304;510;264;544;0;640;21;0;95;455;319;0;436;242;467;40;0;337;61;1;0
4;25;0;560;602;960;839;880;656;761;646;601;535;453;0;333;544;231;573;14;675;37;0;58;484;379;0;504;250;459;0;0;365;0;4;0
4;26;0;570;619;980;923;993;656;744;655;561;609;469;0;342;626;145;634;0;694;23;0;100;464;391;0;447;269;494;16;0;370;0;0;0
4;27;0;668;662;991;875;1014;767;802;692;652;615;512;0;354;794;95;608;22;687;48;0;94;557;426;0;516;259;561;30;0;395;155;1;0
4;28;0;666;706;981;856;958;752;858;746;693;588;483;0;396;678;268;570;0;673;36;0;113;498;435;47;510;275;571;0;0;412;67;1;0
4;29;0;543;744;1003;804;922;679;764;688;685;370;569;0;359;656;264;559;20;660;38;0;142;487;425;0;448;267;550;88;0;341;0;1;0
4;30;0;498;680;942;754;838;605;633;652;623;554;495;0;315;584;224;565;0;661;36;0;123;450;381;0;421;273;501;51;0;350;84;0;0
5;1;0;473;639;960;770;865;541;623;600;638;538;522;0;359;553;282;501;12;605;43;0;91;441;367;0;441;251;491;32;0;343;0;1;0
5;2;0;501;659;951;783;858;614;689;597;609;486;464;0;333;646;186;526;0;635;34;0;92;476;386;0;489;269;501;41;0;361;0;1;0
5;3;0;523;617;977;727;928;602;618;642;601;468;561;0;336;625;210;549;22;641;40;0;47;475;380;0;447;249;521;0;0;365;27;2;0
5;4;0;521;649;946;781;853;562;639;664;692;606;595;0;349;603;219;566;0;658;30;0;126;491;358;45;448;269;515;58;0;369;76;0;0
5;5;0;478;694;957;775;872;583;633;649;622;586;472;0;362;627;225;498;18;604;58;0;136;449;392;24;430;255;521;114;0;400;68;0;0
5;6;0;558;710;950;761;873;591;666;659;669;534;561;0;351;676;208;562;0;661;33;0;122;435;370;0;415;268;504;75;0;373;86;1;0
5;7;0;526;666;948;692;835;476;621;574;637;576;620;0;348;582;195;567;17;668;38;0;81;470;342;0;480;217;469;55;0;341;0;0;0
5;8;0;557;625;950;725;898;591;750;599;602;546;501;0;344;661;181;567;0;643;21;0;67;481;359;0;459;269;499;18;0;360;0;0;0
5;9;0;513;642;898;701;772;543;630;616;610;514;567;0;337;654;173;506;13;600;39;0;59;485;430;0;465;237;514;20;0;399;0;0;0
5;10;0;561;646;989;765;887;588;689;611;671;589;611;0;383;593;269;611;0;702;35;0;114;453;366;37;463;247;498;65;0;394;47;0;0
5;11;0;597;689;974;808;900;587;751;658;667;575;570;0;355;611;231;542;25;672;36;0;136;459;362;15;463;239;505;132;0;370;0;5;0
5;12;0;544;688;978;726;855;556;667;629;673;539;600;0;367;618;238;540;0;616;0;0;111;482;415;0;414;256;520;84;0;400;50;0;0
5;13;0;554;693;980;799;899;572;726;590;664;517;519;0;411;708;188;512;15;673;43;0;106;515;426;0;508;254;498;50;0;429;0;1;0
5;14;0;566;667;983;774;890;582;664;639;622;551;635;0;379;630;231;571;0;667;0;0;112;497;416;0;539;254;522;0;0;397;0;9;0
5;15;0;568;643;987;754;949;620;729;643;591;596;543;0;351;607;259;579;0;689;40;0;67;501;361;27;489;247;499;0;0;403;117;2;0
5;16;0;583;642;973;824;958;647;789;662;667;568;506;0;366;631;237;572;0;682;23;0;95;459;336;51;492;273;514;66;0;389;53;5;0
5;17;0;571;703;985;808;882;646;735;568;657;586;592;0;372;614;201;587;25;696;46;0;177;411;367;0;433;246;492;126;0;403;0;1;0
5;18;0;598;684;994;861;1002;753;752;711;663;559;467;0;373;626;223;580;0;699;19;0;138;507;408;0;478;292;537;169;0;387;275;2;0
5;19;0;534;656;989;854;972;655;782;641;612;526;432;0;378;626;246;509;13;621;30;0;90;465;353;65;524;272;537;39;0;365;0;4;0
5;20;0;556;646;963;762;843;564;677;617;631;567;627;0;395;625;240;590;0;690;21;0;117;483;398;0;480;249;499;43;0;399;0;1;0
5;21;0;574;637;979;733;818;528;702;583;605;498;697;0;342;608;208;579;0;666;13;0;68;496;372;0;541;229;515;19;0;386;82;2;0
5;22;0;593;639;969;786;918;567;741;593;688;572;614;0;364;617;209;574;0;694;22;0;98;495;326;40;515;236;500;75;0;412;35;2;0
5;23;0;623;738;987;1010;1073;674;864;673;643;589;473;0;344;664;200;559;30;671;31;0;133;483;392;0;587;261;518;155;0;377;0;5;0
5;24;0;603;703;982;863;884;588;713;631;660;626;666;0;390;630;227;602;0;674;18;0;124;466;402;0;508;243;517;94;0;414;0;4;0
5;25;0;631;707;1009;906;867;632;734;663;678;614;674;0;405;671;225;600;15;679;28;0;101;499;423;0;629;239;531;48;0;422;0;3;0
5;26;0;573;709;985;898;959;691;726;694;668;419;551;0;404;656;269;498;0;630;22;0;69;473;426;0;566;255;547;119;0;405;0;2;0
5;27;0;572;694;996;799;982;710;738;650;639;357;548;0;370;673;207;540;15;666;46;0;92;508;420;0;515;218;568;67;0;408;95;0;0
5;28;0;575;685;994;748;844;576;712;626;688;614;666;0;370;633;244;566;0;670;23;0;112;468;359;27;534;233;537;75;0;373;31;0;0
5;29;0;574;740;963;841;1022;710;829;672;680;450;530;0;374;633;234;577;19;674;35;0;109;432;378;0;457;241;555;172;0;359;0;3;0
5;30;0;620;740;988;884;1029;759;787;709;677;565;466;0;371;621;280;604;0;695;18;0;101;470;418;0;441;241;569;144;0;393;0;1;0
5;31;0;599;717;1004;863;840;609;751;708;726;641;651;0;413;631;277;581;17;655;36;0;106;450;393;0;504;266;576;49;0;398;0;1;0
6;1;0;637;691;1047;943;1023;815;856;750;673;613;507;0;416;681;279;611;0;718;15;0;96;500;451;0;555;256;607;57;0;425;0;3;0
6;2;0;572;694;1036;778;1016;800;778;656;671;392;517;0;415;700;256;565;20;660;33;0;39;531;477;0;521;214;588;11;0;427;233;5;0
6;3;0;606;708;1022;867;1012;807;816;660;665;352;553;0;418;681;241;580;0;699;32;0;134;466;411;40;485;240;552;69;0;402;41;0;0
6;4;0;631;703;1043;896;1098;789;850;684;689;233;624;0;376;678;248;560;25;700;38;0;113;505;428;0;479;238;587;191;0;376;72;2;0
6;5;0;637;743;1014;880;1047;784;804;693;680;577;506;0;406;637;303;586;0;692;17;0;85;492;437;16;501;242;552;45;0;422;0;3;0
6;6;0;617;723;1036;892;1055;760;881;694;681;542;440;0;422;654;290;564;26;675;32;0;87;503;409;63;562;245;538;33;0;460;0;4;0
6;7;0;612;706;1033;881;1049;764;839;697;702;593;496;0;428;636;291;624;47;700;24;0;48;533;424;0;533;249;568;24;0;415;0;3;0
6;8;0;663;715;1051;878;1086;810;835;764;667;468;551;0;411;693;246;599;18;706;41;0;74;559;462;27;541;240;607;49;0;430;201;4;0
6;9;0;669;733;1057;879;1024;818;911;776;741;606;489;0;437;723;277;571;0;679;32;0;121;512;461;54;519;279;586;78;0;418;90;1;0
6;10;0;584;787;1030;832;1045;790;845;669;718;540;466;0;423;705;233;566;22;676;36;0;154;477;492;0;451;250;573;113;0;413;0;0;0
6;11;0;608;692;1020;837;1055;784;850;664;706;534;412;0;391;599;321;588;0;657;11;0;153;443;413;22;456;232;556;82;0;399;0;0;0
6;12;0;644;765;1004;936;1040;837;860;748;757;575;416;0;445;714;231;541;16;634;34;0;143;462;428;57;507;262;541;22;0;432;0;1;0
6;13;0;661;765;1036;887;1011;824;848;728;727;575;510;0;423;708;261;617;0;710;17;0;76;553;457;65;540;235;562;0;0;436;0;2;0
6;14;0;640;752;1028;869;907;718;730;724;761;646;668;0;454;679;330;611;23;690;41;0;106;513;471;16;500;257;598;0;0;451;0;2;0
6;15;0;729;785;1038;926;942;797;882;768;852;633;674;0;469;752;264;651;0;750;32;0;129;537;479;60;547;260;622;78;0;481;87;3;0
6;16;0;641;798;1035;855;949;727;833;682;817;599;642;0;427;704;308;590;22;680;40;0;165;523;446;109;459;259;598;157;0;453;0;2;0
6;17;0;677;814;1062;921;968;778;850;708;836;554;571;0;454;672;345;593;0;693;15;0;165;504;484;61;495;262;593;113;0;489;0;1;0
6;18;0;717;779;1042;986;1086;835;978;718;711;636;540;0;455;639;392;668;27;714;40;0;129;539;490;8;550;273;598;89;0;461;0;4;0
6;19;0;683;812;1014;990;1081;869;894;792;795;624;490;0;445;695;292;667;0;754;19;0;83;565;464;30;628;281;608;56;0;445;0;2;0
6;20;0;679;792;1054;901;1106;902;924;806;734;630;536;0;435;750;273;653;8;728;41;0;103;529;530;25;588;233;649;63;0;446;65;3;0
6;21;0;710;789;1040;901;1060;855;964;738;751;657;561;0;456;686;297;749;0;760;36;0;136;482;463;52;522;254;591;67;0;455;120;5;0
6;22;0;701;828;1030;994;1118;841;939;704;797;576;492;0;474;688;309;598;28;730;55;0;192;500;438;124;554;266;594;182;0;449;0;3;0
6;23;0;651;794;1024;889;901;708;844;758;871;580;605;0;469;701;396;584;0;668;19;0;185;446;412;123;492;283;633;133;0;493;0;3;0
6;24;0;667;867;1055;955;1040;786;905;702;778;636;571;0;483;741;302;633;10;750;46;0;141;520;525;0;535;289;570;49;0;492;0;0;0
6;25;0;698;810;1069;968;1077;844;952;735;777;632;523;0;438;652;343;659;0;768;30;0;100;568;501;42;584;328;569;29;0;467;0;1;0
6;26;0;665;818;1030;843;990;746;828;733;800;628;679;0;437;707;322;631;36;696;33;0;67;537;463;49;553;261;608;0;0;455;0;2;0
6;27;0;678;799;1062;841;958;799;872;719;801;672;717;0;451;736;258;689;0;756;30;0;119;508;501;57;512;243;594;73;0;479;127;3;0
6;28;0;658;844;1058;879;936;745;874;697;797;690;674;0;440;677;341;723;33;780;45;0;141;539;438;93;414;282;589;155;0;446;0;3;0
6;29;0;677;840;1065;928;1070;829;854;730;808;584;573;0;398;634;343;641;0;763;15;0;165;491;497;58;498;292;581;155;0;438;0;4;0
6;30;0;678;800;1072;935;965;767;838;702;823;702;599;0;422;662;332;653;29;713;37;0;138;504;499;82;500;276;586;62;0;430;0;1;0
7;1;0;685;797;1039;906;969;793;848;677;791;597;545;0;482;693;325;627;33;700;66;0;147;528;471;143;480;305;589;60;0;520;0;0;0
7;2;0;709;764;1115;1002;1167;839;930;713;799;627;476;0;442;632;378;722;35;763;71;0;122;565;458;56;558;288;592;64;0;465;144;3;0
7;3;0;653;766;1052;923;1094;787;907;706;808;580;484;0;428;700;283;625;21;723;35;0;96;499;432;49;514;271;571;105;0;450;43;3;0
7;4;0;635;799;1100;980;1149;858;896;686;719;626;472;0;463;673;277;613;29;726;52;0;153;481;470;39;420;280;534;172;0;463;185;0;0
7;5;0;673;793;1086;946;1112;853;881;715;763;635;500;0;449;611;412;675;0;761;26;0;177;478;471;8;446;282;565;157;0;460;174;1;0
7;6;0;732;794;1104;1043;1119;941;993;736;751;717;572;0;465;657;354;768;20;824;34;0;166;521;505;17;551;282;598;81;0;467;0;1;0
7;7;0;669;814;1102;905;1087;884;913;779;763;612;504;0;473;773;357;701;59;746;18;0;121;520;449;102;541;294;659;111;0;457;0;1;0
7;8;0;689;762;1105;878;1130;857;906;713;760;549;469;0;506;820;269;605;26;706;43;0;67;539;451;123;542;249;630;26;0;536;204;0;0
7;9;0;666;708;1092;923;1083;844;915;744;694;599;455;0;445;614;338;644;0;732;21;0;120;503;423;46;543;305;521;71;0;448;160;5;0
7;10;0;708;833;1043;948;1119;839;954;696;769;577;500;0;433;672;326;607;26;694;38;0;146;431;470;29;514;247;568;178;0;456;0;1;0
7;11;0;841;838;1110;1152;1180;930;1007;743;802;593;529;0;426;640;316;619;0;723;11;0;140;506;457;105;665;286;569;165;0;488;238;5;0
7;12;0;716;795;1093;948;962;692;888;740;803;612;634;0;460;648;362;612;22;711;42;0;135;546;451;109;505;300;576;105;0;465;0;18;0
