21.08.2017;1;0;14;20;23;0;30;0;29;0;24;0;19;0;0;28;0;16;0;28;0;0;0;27;22;0;16;0;19;0;0;12;0
21.08.2017;2;0;14;15;32;0;43;0;29;0;29;0;33;0;0;36;0;32;0;38;0;0;0;27;23;0;20;0;32;0;0;25;0
21.08.2017;3;0;6;17;32;0;45;0;21;0;24;0;31;0;0;36;0;34;0;33;0;0;0;26;26;0;13;0;26;0;0;21;0
21.08.2017;4;0;10;26;34;5;35;9;28;10;34;5;25;0;0;42;0;44;0;45;0;0;0;17;25;0;15;0;30;0;0;19;0
21.08.2017;5;0;25;37;46;36;46;28;37;51;38;38;28;0;5;39;0;44;0;50;16;0;0;16;16;0;18;4;31;0;0;22;0
21.08.2017;6;0;30;47;55;58;47;28;27;51;38;34;32;0;17;35;0;24;0;31;7;0;0;25;8;0;34;12;27;2;0;13;1
21.08.2017;7;0;29;55;43;62;40;36;26;40;41;35;20;0;30;36;19;33;0;38;0;0;0;29;23;0;15;15;34;16;0;13;2
21.08.2017;8;0;36;53;52;71;52;48;40;47;45;44;30;0;25;19;35;36;0;39;0;0;0;30;33;5;21;15;36;19;0;22;3
21.08.2017;9;2;32;36;45;64;40;34;39;36;30;28;24;0;37;28;44;28;0;31;0;0;11;42;18;15;17;19;34;16;0;28;0
21.08.2017;10;0;22;46;39;47;36;47;31;46;41;16;23;0;47;34;43;27;0;28;0;0;15;24;27;11;19;21;29;18;0;42;1
21.08.2017;11;0;15;43;37;55;36;42;19;50;39;0;30;0;45;36;35;23;0;29;0;0;23;28;16;15;20;26;34;17;0;34;0
21.08.2017;12;0;22;36;57;58;47;34;26;42;32;0;37;0;31;30;34;27;0;28;0;0;19;23;14;16;26;18;33;13;0;30;3
21.08.2017;13;0;37;46;56;85;54;51;42;44;43;0;46;0;36;23;41;32;0;33;0;0;23;38;12;9;25;21;27;13;0;30;1
21.08.2017;14;1;32;34;45;61;40;33;40;48;30;0;32;0;29;18;44;28;0;34;0;0;27;38;16;14;26;19;34;16;0;19;3
