;;ÁÊ;ÂÊ;ÄÊ;ØÊ;Ì1;Ì2;Ì3;Ì4;Ì5;Ì6;Ì7;Ì8;Â1;Â2;Â3;Â4;Ã2;Ã3;Ã4;Ã5;Ã6;Ç1;Ç2;Ê1;Ê2;Ë1;Ï1;Ï2;Ñ1;Õ1;Õ2;Ì9;À1
09.02.2018;13;0;36;35;45;66;43;48;34;43;29;43;26;0;26;30;18;36;0;45;0;0;23;26;19;7;19;24;22;15;0;29;0;0
09.02.2018;14;0;30;30;45;66;39;41;31;39;26;30;29;0;25;23;29;28;0;36;0;0;21;33;13;13;23;24;21;19;0;21;10;0
09.02.2018;15;0;25;43;51;56;43;41;29;47;41;0;47;0;23;18;31;26;0;46;0;0;20;38;11;19;28;21;26;22;0;29;31;0
09.02.2018;16;0;33;27;51;51;46;46;38;48;31;33;42;0;33;30;37;41;0;48;0;0;22;26;30;3;33;27;29;20;0;34;38;1
09.02.2018;17;0;39;38;57;55;51;44;39;51;43;48;23;0;13;36;12;36;0;38;0;0;14;24;25;0;29;27;22;13;0;20;34;0
09.02.2018;18;0;23;36;55;50;49;24;22;52;41;45;18;0;20;49;0;38;0;43;0;0;14;17;15;0;32;26;14;0;0;15;28;0
09.02.2018;19;1;29;44;61;60;53;32;28;39;43;42;19;0;21;36;0;33;0;37;0;0;10;33;20;0;41;17;17;0;0;24;24;0
09.02.2018;20;0;27;44;65;53;51;25;32;26;38;52;33;0;14;38;0;42;0;47;0;0;0;32;10;0;38;13;27;0;0;24;0;0
09.02.2018;21;0;24;27;40;24;38;12;30;9;31;13;22;0;0;24;0;29;0;40;0;0;0;31;12;0;26;0;32;0;0;20;0;0
09.02.2018;22;0;29;25;18;0;25;0;34;0;24;0;42;0;0;18;0;32;0;39;0;0;0;22;7;0;21;0;24;0;0;8;0;0
09.02.2018;23;0;11;17;20;0;23;0;13;0;15;0;28;0;0;16;0;28;0;38;0;0;0;17;13;0;18;0;17;0;0;5;0;0
09.02.2018;24;0;8;5;11;0;19;0;11;0;9;0;5;0;0;14;0;11;0;18;0;0;0;9;12;0;17;0;16;0;0;6;0;0
10.02.2018;1;0;5;5;14;0;16;0;5;0;7;0;4;0;0;13;0;7;0;13;0;0;0;15;6;0;10;0;11;0;0;6;0;0
10.02.2018;2;0;5;4;21;0;30;0;10;0;8;0;16;0;0;15;0;16;0;27;0;0;0;24;19;0;14;0;23;0;0;14;0;0
10.02.2018;3;0;2;8;31;0;41;0;15;0;15;0;30;0;0;32;0;33;0;38;0;0;0;19;34;0;12;0;24;0;0;30;0;0
10.02.2018;4;0;11;21;30;2;39;3;22;5;20;7;34;0;0;36;0;27;4;35;17;0;0;22;41;0;12;0;24;0;0;23;0;0
10.02.2018;5;0;23;35;44;27;38;19;22;32;22;49;37;0;3;27;0;23;11;31;22;0;0;16;21;0;18;2;21;0;0;17;0;2
10.02.2018;6;0;27;40;49;50;46;25;27;38;28;39;30;0;20;29;0;20;0;28;15;0;0;21;12;0;24;10;30;0;0;10;0;0
10.02.2018;7;0;13;34;44;56;43;25;17;38;36;12;27;0;21;41;1;23;0;28;0;0;0;34;15;0;27;12;29;0;0;7;0;0
10.02.2018;8;0;30;34;45;49;46;25;39;33;36;0;33;0;17;16;20;26;0;29;0;0;0;35;21;0;26;9;28;0;0;7;0;0
10.02.2018;9;0;34;30;37;53;41;35;41;41;37;0;33;0;33;21;35;29;0;36;0;0;0;30;39;0;25;17;33;0;0;19;0;0
10.02.2018;10;0;17;34;45;49;48;30;27;35;32;0;39;0;39;24;46;34;0;27;0;0;0;24;34;0;23;21;21;0;0;35;0;1
10.02.2018;11;0;21;38;46;50;42;35;35;39;32;17;27;0;23;14;32;20;0;24;0;0;19;37;35;0;19;17;20;8;0;30;0;0
10.02.2018;12;0;23;34;43;54;34;35;30;42;27;35;18;0;23;23;33;31;0;25;0;0;17;32;27;0;15;19;23;11;0;23;0;0
10.02.2018;13;1;26;45;42;54;43;44;30;36;28;27;20;0;22;12;33;29;0;27;0;0;15;28;28;0;20;28;19;13;0;26;0;0
10.02.2018;14;0;24;27;40;54;40;29;21;33;19;25;14;0;14;16;24;27;0;31;0;0;24;29;25;0;20;21;16;12;0;14;0;0
10.02.2018;15;0;35;36;49;49;41;42;31;42;27;25;18;0;26;14;29;19;0;29;0;0;30;33;39;0;24;24;24;13;0;24;32;0
10.02.2018;16;0;25;38;52;55;45;33;27;35;24;39;19;0;28;36;23;31;0;43;0;0;21;20;36;0;32;22;19;0;0;25;6;0
10.02.2018;17;0;29;46;40;43;37;35;33;31;34;26;16;0;16;38;0;25;0;29;0;0;14;24;21;0;25;20;19;0;0;21;0;0
10.02.2018;18;0;25;36;48;44;41;19;28;25;17;28;11;0;19;43;0;25;0;29;0;0;7;32;20;0;23;21;9;0;0;15;0;0
10.02.2018;19;0;15;34;55;51;45;23;16;23;25;31;22;0;16;36;0;28;0;41;0;0;0;44;19;0;27;17;9;0;0;22;0;0
10.02.2018;20;0;25;21;59;51;36;34;32;19;18;42;28;0;2;28;0;28;0;47;0;0;0;27;9;0;31;3;20;0;0;23;0;0
10.02.2018;21;0;18;17;41;17;29;10;30;9;26;12;23;0;0;32;0;23;0;32;0;0;0;12;10;0;18;0;28;0;0;15;0;0
10.02.2018;22;0;24;15;23;0;20;0;39;0;29;0;35;0;0;24;0;35;0;31;0;0;0;12;10;0;14;0;22;0;0;8;0;0
10.02.2018;23;0;10;10;18;0;19;0;19;0;10;0;23;0;0;18;0;29;0;33;0;0;0;7;12;0;17;0;13;0;0;7;0;0
10.02.2018;24;0;7;10;9;0;18;0;14;0;10;0;5;0;0;17;0;9;0;17;0;0;0;9;8;0;17;0;10;0;0;7;0;0
11.02.2018;1;0;5;9;12;0;17;0;7;0;10;0;6;0;0;13;0;5;0;10;0;0;0;14;5;0;8;0;7;0;0;4;0;0
11.02.2018;2;0;2;1;19;0;32;0;10;0;7;0;11;0;0;19;0;18;0;28;0;0;0;25;10;0;12;0;14;0;0;13;0;0
11.02.2018;3;0;7;6;29;0;42;0;19;0;17;0;35;0;0;22;0;42;0;45;0;0;0;23;25;0;10;0;19;0;0;21;0;0
11.02.2018;4;0;8;10;31;3;40;3;22;8;18;7;32;0;0;29;0;44;0;36;0;0;0;25;25;0;12;0;20;0;0;18;0;0
11.02.2018;5;0;22;29;43;23;35;17;26;31;21;42;28;0;7;30;0;45;0;35;0;0;0;11;9;0;18;3;24;0;0;15;0;0
11.02.2018;6;0;27;30;45;43;39;23;24;30;22;13;27;0;19;26;0;28;0;26;0;0;0;13;6;0;27;8;18;0;0;14;0;0
11.02.2018;7;0;19;31;47;61;41;28;17;36;25;0;32;0;24;32;0;25;0;26;0;0;0;20;14;0;24;13;25;0;0;10;0;0
11.02.2018;8;0;28;51;46;64;41;21;27;31;27;0;38;0;21;26;12;28;0;24;0;0;0;36;19;0;26;6;30;0;0;13;0;0
11.02.2018;9;0;29;21;44;43;37;21;40;30;19;0;24;0;27;26;26;22;0;33;0;0;0;30;25;0;23;9;29;0;0;15;0;0
11.02.2018;10;1;9;47;44;44;42;0;28;36;27;0;24;0;33;28;38;21;0;28;0;0;0;31;20;0;25;25;25;0;0;24;0;0
11.02.2018;11;0;15;40;37;40;31;0;45;35;34;0;23;0;36;16;30;15;0;21;0;0;0;35;37;0;25;15;22;0;0;34;0;0
11.02.2018;12;0;18;28;37;46;30;26;28;36;26;23;28;0;32;23;38;27;0;21;0;0;18;34;24;0;21;12;27;0;0;23;0;0
11.02.2018;13;0;22;37;50;57;41;45;26;33;32;40;18;0;30;26;26;32;0;34;0;0;21;26;20;0;26;19;16;0;0;34;22;0
11.02.2018;14;0;30;27;57;59;55;39;27;37;27;27;14;0;11;25;18;24;0;32;0;0;26;35;23;0;37;21;22;0;0;18;28;0
11.02.2018;15;0;32;37;47;51;47;47;31;51;43;23;9;0;23;23;28;19;0;36;0;0;32;32;38;0;43;39;28;0;0;21;26;0
11.02.2018;16;0;32;36;44;46;35;50;33;43;36;49;20;0;31;33;27;35;0;40;0;0;28;26;37;0;41;28;22;0;0;28;26;0
11.02.2018;17;0;38;33;44;51;44;45;34;45;33;34;9;0;20;41;0;32;0;36;0;0;19;22;27;0;22;21;21;0;0;23;31;0
11.02.2018;18;0;29;36;46;51;41;34;31;49;45;42;9;0;21;44;0;33;0;38;0;0;11;18;20;0;32;21;15;0;0;16;6;0
11.02.2018;19;0;19;40;56;54;51;41;25;42;39;36;13;0;22;39;0;33;0;40;0;0;14;21;20;0;34;15;7;0;0;25;0;0
11.02.2018;20;0;31;44;56;73;49;43;37;41;44;41;23;0;11;24;0;37;0;45;0;0;5;36;11;0;34;18;12;0;0;22;0;0
11.02.2018;21;1;25;34;54;58;44;28;28;30;40;42;29;0;0;25;0;41;0;57;0;0;0;26;11;0;27;0;30;0;0;15;0;0
11.02.2018;22;0;25;27;41;21;35;0;32;0;41;0;47;0;0;30;0;34;0;39;0;0;0;17;9;0;24;0;26;0;0;11;0;0
11.02.2018;23;0;11;10;25;0;25;0;15;0;25;0;30;0;0;27;0;31;0;40;0;0;0;18;14;0;19;0;24;0;0;12;0;0
11.02.2018;24;0;7;5;21;0;21;0;11;0;13;0;13;0;0;16;0;10;0;25;0;0;0;6;9;0;23;0;15;0;0;11;0;0
12.02.2018;1;0;3;6;12;0;20;0;6;0;7;0;12;0;0;17;0;9;0;14;0;0;0;13;7;0;7;0;9;0;0;8;0;0
12.02.2018;2;0;3;1;17;0;20;0;12;0;9;0;12;0;0;22;0;14;0;24;0;0;0;23;17;0;10;0;17;0;0;17;0;0
12.02.2018;3;0;2;7;33;26;31;0;20;0;18;0;30;0;0;21;0;39;0;44;0;0;0;25;28;0;8;0;18;0;0;26;0;0
12.02.2018;4;0;11;16;38;34;33;5;18;10;13;35;26;0;5;28;0;35;3;38;13;0;0;28;24;0;13;13;14;0;0;23;0;0
12.02.2018;5;0;28;34;51;53;42;34;34;46;31;50;21;0;20;27;0;20;12;31;27;0;0;20;15;0;25;16;14;0;0;21;0;0
12.02.2018;6;0;33;39;49;67;44;30;30;55;39;42;12;0;22;33;0;25;4;21;9;0;0;21;10;0;39;14;30;0;0;14;0;0
12.02.2018;7;0;15;43;51;52;41;23;19;33;43;33;22;0;18;36;0;28;0;25;0;0;0;27;8;0;28;9;26;0;0;7;0;1
12.02.2018;8;0;35;34;52;70;52;28;38;49;40;41;27;0;16;14;21;36;0;32;0;0;0;27;17;0;39;14;35;0;0;6;0;1
12.02.2018;9;0;21;25;41;48;39;28;25;37;30;25;21;0;28;24;37;30;0;33;0;0;0;37;23;0;23;14;34;3;0;17;0;0
12.02.2018;10;0;12;36;41;46;37;24;13;33;25;31;25;0;45;31;34;29;0;28;0;0;0;31;26;0;22;20;18;8;0;35;0;0
12.02.2018;11;0;16;36;40;48;39;28;19;40;31;20;17;0;28;19;27;18;0;21;0;0;0;41;28;0;20;22;22;18;0;30;0;0
12.02.2018;12;0;25;27;52;54;45;28;25;41;26;32;22;0;25;24;31;25;0;20;0;0;16;27;15;0;14;17;25;15;0;16;0;0
12.02.2018;13;0;33;29;52;62;51;39;32;40;20;42;26;0;27;37;13;37;0;36;0;0;21;25;15;0;17;22;17;10;0;29;0;1
12.02.2018;14;0;35;27;54;52;43;33;32;41;21;28;20;0;10;28;0;20;0;32;0;0;19;31;23;0;23;19;16;19;0;16;0;0
12.02.2018;15;0;26;39;48;70;44;36;26;57;34;34;20;0;23;51;0;26;0;36;0;0;34;37;29;0;23;29;35;20;0;20;0;0
12.02.2018;16;0;31;23;47;52;44;31;28;41;28;38;20;0;26;58;0;31;0;32;0;0;16;19;36;0;31;27;25;5;0;29;0;0
12.02.2018;17;0;31;36;51;46;46;28;23;39;35;39;27;0;18;39;0;37;0;34;0;0;0;31;18;0;23;25;14;0;0;22;0;0
12.02.2018;18;0;27;38;51;53;46;15;22;26;30;38;30;0;13;40;0;38;0;30;0;0;0;33;14;0;27;20;9;0;0;17;0;0
12.02.2018;19;0;23;45;54;47;35;29;29;30;34;40;28;0;18;40;0;31;0;35;0;0;0;35;15;0;26;20;22;0;0;25;0;0
12.02.2018;20;0;32;42;56;44;40;26;32;30;30;59;28;0;0;32;0;53;0;55;0;0;0;24;8;0;32;0;33;0;0;21;0;0
12.02.2018;21;0;18;21;33;8;25;5;24;6;29;6;19;0;0;21;0;24;0;32;0;0;0;14;13;0;22;0;27;0;0;9;0;0
12.02.2018;22;0;20;21;21;0;15;0;24;0;27;0;46;0;0;17;0;35;0;41;0;0;0;11;6;0;16;0;23;0;0;4;0;0
12.02.2018;23;0;8;8;20;0;23;0;12;0;13;0;18;0;0;14;0;19;0;31;0;0;0;15;11;0;15;0;14;0;0;5;0;0
12.02.2018;24;0;3;4;17;0;19;0;10;0;11;0;6;0;0;11;0;4;0;11;0;0;0;12;10;0;13;0;13;0;0;3;0;0
13.02.2018;1;0;4;3;12;0;16;0;7;0;2;0;2;0;0;10;0;4;0;8;0;0;0;11;2;0;6;0;9;0;0;4;0;0
13.02.2018;2;0;4;0;18;0;20;0;9;0;11;0;8;0;0;13;0;8;0;20;0;0;0;20;10;0;19;0;19;0;0;7;0;0
13.02.2018;3;0;3;13;28;0;29;0;15;0;24;0;26;0;0;26;0;34;0;43;0;0;0;17;21;0;15;0;22;0;0;15;0;0
13.02.2018;4;0;10;26;41;7;33;6;23;13;22;13;32;0;0;34;0;46;0;42;2;0;0;20;27;0;13;0;27;0;0;21;0;0
13.02.2018;5;2;22;47;40;27;28;22;27;52;36;34;25;0;5;22;0;33;0;34;6;0;0;20;14;0;22;11;18;0;0;15;0;0
13.02.2018;6;0;33;35;45;42;41;22;27;33;28;26;20;0;23;34;0;20;0;23;0;0;0;16;8;0;31;7;27;0;0;15;0;0
13.02.2018;7;0;19;31;50;51;36;27;19;27;25;28;25;0;21;37;0;18;0;20;0;0;0;31;12;0;26;9;25;0;0;10;0;0
13.02.2018;8;0;35;31;42;51;37;23;37;38;31;34;30;0;11;29;0;30;0;35;0;0;0;29;20;0;29;9;25;0;0;9;0;0
13.02.2018;9;0;28;25;37;42;38;24;28;38;24;22;19;0;26;40;25;23;0;34;0;0;0;32;18;0;21;13;28;0;0;14;0;0
13.02.2018;10;0;14;28;45;39;36;31;15;37;24;24;21;0;35;26;44;24;0;24;0;0;0;35;22;0;29;22;20;0;0;27;0;1
13.02.2018;11;0;15;31;34;35;26;21;20;33;26;23;21;0;27;37;2;17;0;18;0;0;0;35;18;0;30;17;21;0;0;29;0;0
13.02.2018;12;0;24;29;43;51;38;32;27;38;24;29;24;0;30;41;0;22;0;19;0;0;0;38;21;0;26;16;23;0;0;27;0;0
13.02.2018;13;0;26;26;42;55;44;35;29;30;19;32;19;0;28;42;0;32;0;38;0;0;14;31;11;0;34;15;19;0;0;23;0;0
13.02.2018;14;0;28;24;43;53;45;36;30;30;17;22;17;0;21;34;0;25;0;30;0;0;24;29;28;0;35;19;16;18;0;18;0;0
13.02.2018;15;0;28;34;48;63;47;36;28;53;26;22;20;0;23;40;0;18;0;33;0;0;28;24;41;0;33;30;27;6;0;20;0;0
13.02.2018;16;0;32;23;44;57;45;32;32;46;26;40;21;0;25;53;0;38;0;44;0;0;14;19;33;0;26;29;19;0;0;17;0;0
13.02.2018;17;0;28;38;44;47;50;17;32;31;27;30;26;0;16;38;0;26;0;26;0;0;0;25;13;0;26;20;20;0;0;15;0;0
13.02.2018;18;0;18;39;45;37;38;12;20;28;26;34;22;0;14;35;0;37;0;36;0;0;0;21;12;0;26;22;12;0;0;11;0;0
13.02.2018;19;0;22;30;56;52;54;21;23;28;28;38;26;0;13;39;0;28;0;34;0;0;0;34;9;0;28;17;10;0;0;15;0;0
13.02.2018;20;0;28;34;55;49;43;32;28;34;37;51;25;0;18;41;0;47;0;51;0;0;0;24;9;0;25;12;29;0;0;23;0;0
13.02.2018;21;0;22;23;40;18;31;12;33;11;28;14;19;0;0;29;0;24;0;36;0;0;0;17;12;0;17;0;29;0;0;21;0;0
13.02.2018;22;0;26;21;23;0;24;0;28;0;32;0;41;0;0;14;0;37;0;35;0;0;0;18;11;0;17;0;23;0;0;9;0;0
13.02.2018;23;0;9;14;16;0;17;0;14;0;17;0;23;0;0;19;0;26;0;38;0;0;0;11;10;0;15;0;20;0;0;11;0;0
13.02.2018;24;0;7;5;14;0;18;0;8;0;7;0;8;0;0;10;0;6;0;13;0;0;0;13;6;0;19;0;11;0;0;5;0;0
14.02.2018;1;0;2;5;10;0;14;0;4;0;5;0;7;0;0;14;0;7;0;13;0;0;0;13;1;0;10;0;7;0;0;3;0;0
14.02.2018;2;0;2;2;20;0;26;0;9;0;8;0;11;0;0;17;0;12;0;26;0;0;0;22;8;0;14;0;10;0;0;8;0;0
14.02.2018;3;0;4;9;27;0;39;0;12;0;21;0;30;0;0;31;0;31;0;36;0;0;0;17;18;0;11;0;19;0;0;23;0;0
14.02.2018;4;0;11;17;38;15;37;4;14;15;18;21;32;0;0;29;0;39;0;41;4;0;0;27;26;0;14;0;27;0;0;21;0;0
14.02.2018;5;0;28;32;39;27;36;18;25;45;37;42;30;0;0;21;0;28;0;40;20;0;0;11;11;0;20;7;22;0;0;13;0;0
14.02.2018;6;0;26;32;49;42;43;15;20;36;24;31;24;0;0;32;0;23;0;22;4;0;0;14;5;0;27;10;21;0;0;10;0;0
14.02.2018;7;0;21;34;43;52;37;24;22;30;27;35;23;0;0;38;0;26;0;24;0;0;0;25;11;0;31;8;26;0;0;11;0;0
14.02.2018;8;0;33;35;42;63;38;32;34;48;33;28;11;0;3;37;0;29;0;37;0;0;0;32;21;0;38;16;33;0;0;4;0;1
14.02.2018;9;0;29;21;40;48;38;30;32;33;14;32;21;0;27;61;0;36;0;34;0;0;0;30;22;0;31;8;30;0;0;18;0;0
14.02.2018;10;0;14;29;44;41;41;30;23;34;22;30;18;0;34;60;20;25;0;25;0;0;0;35;26;0;28;26;21;0;0;32;0;0
14.02.2018;11;0;28;36;41;47;33;35;31;44;35;27;19;0;29;41;0;17;0;18;0;0;0;33;24;0;28;17;27;0;0;26;0;0
14.02.2018;12;0;25;27;45;49;38;30;26;38;22;24;18;0;24;50;8;24;0;18;0;0;0;27;20;0;23;18;32;0;0;20;0;2
14.02.2018;13;0;33;28;55;61;49;43;39;36;32;31;17;0;31;29;32;32;0;40;0;0;5;41;20;0;33;21;21;0;0;30;0;1
14.02.2018;14;0;39;32;48;60;47;44;36;36;25;28;15;0;25;19;16;20;0;37;0;0;27;28;30;0;42;16;15;0;0;19;0;0
14.02.2018;15;0;31;40;48;48;46;43;34;61;46;35;22;0;35;26;31;27;0;36;0;0;30;30;44;0;37;32;39;0;0;19;43;0
14.02.2018;16;0;35;31;47;41;41;47;40;47;28;36;26;0;32;34;28;37;0;40;0;0;16;16;29;0;36;27;28;0;0;24;26;0
14.02.2018;17;0;41;30;45;43;42;39;41;42;32;33;19;0;21;48;0;36;0;34;0;0;0;22;14;0;27;25;24;0;0;22;9;0
14.02.2018;18;0;30;38;49;42;41;24;32;45;44;50;27;0;22;43;0;46;0;36;0;0;0;28;20;0;27;23;17;0;0;22;0;0
14.02.2018;19;0;23;38;59;51;46;38;26;37;39;46;25;0;25;43;0;34;0;33;0;0;0;39;18;0;28;20;16;0;0;31;0;0
14.02.2018;20;0;32;35;54;30;50;23;43;19;36;67;32;0;5;33;0;52;0;60;13;0;0;31;7;0;28;6;22;0;0;24;0;0
14.02.2018;21;0;25;24;38;0;32;0;32;0;44;14;22;0;0;30;0;27;0;37;0;0;0;23;14;0;18;0;32;0;0;15;0;0
14.02.2018;22;0;18;19;31;0;18;0;22;0;31;0;46;0;0;24;0;39;0;40;0;0;0;13;6;0;16;0;25;0;0;9;0;0
14.02.2018;23;0;12;11;18;0;17;0;16;0;21;0;28;0;0;19;0;27;0;38;0;0;0;11;11;0;13;0;21;0;0;9;0;0
14.02.2018;24;0;5;4;7;0;15;0;9;0;10;0;12;0;0;19;0;8;0;12;0;0;0;12;5;0;11;0;15;0;0;8;0;0
15.02.2018;1;0;4;2;13;0;17;0;4;0;5;0;3;0;0;14;0;4;0;9;0;0;0;14;2;0;10;0;10;0;0;7;0;0
15.02.2018;2;0;2;3;22;0;22;0;13;0;14;0;9;0;0;20;0;5;0;18;0;0;0;22;9;0;16;0;15;0;0;9;0;0
15.02.2018;3;0;4;4;31;0;24;0;14;0;14;0;26;0;0;23;0;35;0;42;0;0;0;13;22;0;9;0;19;0;0;20;0;0
15.02.2018;4;0;11;15;36;3;33;0;23;2;26;1;34;0;0;34;0;37;0;46;12;0;0;19;26;0;15;0;31;0;0;15;0;0
15.02.2018;5;0;18;35;46;30;41;21;23;52;37;38;32;0;13;30;0;34;0;47;21;0;0;18;18;0;20;15;21;0;0;16;0;0
15.02.2018;6;0;35;42;46;45;41;29;35;51;40;31;27;0;18;31;0;23;0;29;11;0;0;16;7;0;30;7;32;0;0;10;0;0
15.02.2018;7;0;18;37;48;54;38;28;19;39;31;30;18;0;25;40;0;24;0;26;0;0;0;23;14;0;29;14;35;0;0;8;0;0
15.02.2018;8;0;32;33;51;63;50;26;31;44;33;30;22;0;22;42;0;29;0;34;0;0;0;33;16;0;33;10;36;0;0;7;0;0
15.02.2018;9;0;36;31;43;59;44;42;41;46;27;33;19;0;35;69;0;34;0;38;0;0;0;35;23;0;34;14;35;0;0;18;0;0
15.02.2018;10;0;17;36;39;38;33;31;18;29;26;27;23;0;41;54;19;29;0;31;0;0;0;31;29;0;26;24;18;0;0;38;0;0
15.02.2018;11;0;19;37;26;30;25;34;25;36;31;20;21;0;29;20;18;14;0;16;0;0;0;35;32;0;24;16;21;0;0;29;0;0
15.02.2018;12;0;21;26;41;48;39;43;27;34;23;25;15;0;33;27;34;21;0;21;0;0;10;33;28;0;19;15;23;8;0;28;0;0
15.02.2018;13;0;28;29;41;57;43;42;27;39;31;39;21;0;23;17;30;37;0;43;0;0;16;25;18;0;25;18;16;20;0;25;0;0
15.02.2018;14;0;28;30;50;63;49;38;31;37;28;22;15;0;12;13;16;16;0;26;0;0;24;23;26;0;21;20;16;21;0;16;6;0
15.02.2018;15;0;29;31;51;60;47;46;39;57;34;30;24;0;34;30;31;20;0;24;0;0;32;22;40;0;23;33;35;15;0;21;22;0
15.02.2018;16;0;36;25;46;53;39;38;33;47;30;35;22;0;29;29;32;31;0;37;0;0;21;12;28;0;21;29;25;13;0;29;14;0
15.02.2018;17;1;33;37;44;44;39;27;31;35;37;30;17;0;28;41;4;30;0;29;0;0;12;16;21;0;22;26;26;4;0;26;0;0
15.02.2018;18;0;28;37;52;62;50;27;34;38;41;45;27;0;30;46;0;41;0;40;0;0;12;18;14;0;31;21;22;0;0;32;0;0
15.02.2018;19;0;30;30;58;68;49;31;38;26;31;45;29;0;18;35;0;34;0;41;0;0;9;36;9;0;38;15;13;0;0;26;0;0
15.02.2018;20;0;36;35;49;47;41;30;41;29;34;54;31;0;10;30;0;43;0;51;0;0;0;30;7;0;26;16;29;0;0;19;0;0
15.02.2018;21;0;23;14;38;20;35;11;27;8;16;12;20;0;0;29;0;20;0;31;0;0;0;17;13;0;25;0;26;0;0;14;0;0
15.02.2018;22;0;28;24;29;0;29;0;40;0;32;0;42;0;0;21;0;36;0;42;0;0;0;16;14;0;23;0;21;0;0;11;0;0
15.02.2018;23;0;15;15;18;0;27;0;21;0;21;0;24;0;0;22;0;25;0;38;0;0;0;9;12;0;14;0;17;0;0;14;0;0
15.02.2018;24;0;5;9;9;0;20;0;10;0;8;0;6;0;0;15;0;5;0;19;0;0;0;7;9;0;17;0;12;0;0;6;0;0
16.02.2018;1;0;2;7;10;0;13;0;6;0;5;0;5;0;0;11;0;3;0;10;0;0;0;14;6;0;8;0;6;0;0;7;0;0
16.02.2018;2;0;2;2;18;0;18;0;10;0;6;0;3;0;0;14;0;6;0;25;0;0;0;23;12;0;15;0;13;0;0;11;0;0
16.02.2018;3;0;4;6;29;0;32;0;11;0;15;0;26;0;0;26;0;32;0;41;0;0;0;16;22;0;16;0;19;0;0;17;0;0
16.02.2018;4;0;13;19;39;3;34;3;18;9;26;7;32;0;0;35;0;39;8;36;13;0;0;19;27;0;13;0;28;0;0;24;0;0
16.02.2018;5;0;29;33;44;35;37;28;29;47;33;33;28;0;6;24;0;32;17;29;14;0;0;17;16;0;20;5;23;0;0;19;0;0
16.02.2018;6;0;27;34;49;49;41;23;28;34;27;31;21;0;16;25;0;20;0;25;8;0;0;19;4;0;31;10;21;0;0;10;0;0
16.02.2018;7;0;19;34;53;65;48;35;27;37;32;26;22;0;21;33;1;21;0;26;0;0;0;32;15;0;33;14;30;0;0;13;0;0
16.02.2018;8;0;35;40;42;64;42;33;40;41;45;37;23;0;17;23;23;35;0;40;0;0;0;36;23;0;31;9;33;0;0;9;0;0
16.02.2018;9;0;30;28;36;52;37;37;39;37;37;27;16;0;28;24;36;30;0;34;0;0;0;25;26;0;26;12;36;0;0;22;0;0
16.02.2018;10;0;15;33;41;57;43;25;22;36;31;21;11;0;42;27;45;23;0;27;0;0;8;35;27;0;27;14;27;0;0;29;0;0
16.02.2018;11;0;23;37;50;55;49;39;30;41;37;29;19;0;33;19;32;17;0;24;0;0;19;28;35;0;29;16;24;15;0;34;0;0
16.02.2018;12;0;30;34;52;61;46;45;29;48;30;29;17;0;26;19;31;21;0;24;0;0;22;20;26;0;29;18;29;17;0;28;0;1
16.02.2018;13;0;36;37;51;70;48;56;36;28;24;34;20;0;39;27;31;34;0;45;0;0;23;30;28;0;25;15;24;21;0;35;0;0
16.02.2018;14;0;30;35;54;57;48;49;35;38;17;32;24;0;29;21;25;24;0;32;0;0;22;34;32;0;34;27;18;25;0;25;36;0
16.02.2018;15;0;29;52;50;51;48;39;30;52;38;25;18;0;27;21;24;20;0;38;0;0;25;31;29;0;27;29;25;19;0;27;47;0
16.02.2018;16;0;26;41;46;50;44;51;30;60;40;49;18;0;31;37;25;35;0;34;0;0;26;18;23;0;30;31;25;10;0;28;52;1
16.02.2018;17;0;44;57;43;51;47;50;43;51;44;33;5;0;18;49;0;33;0;33;0;0;26;20;20;0;28;26;26;0;0;22;53;0
16.02.2018;18;0;36;64;44;55;43;34;33;44;47;44;20;0;19;46;0;40;0;33;0;0;18;20;19;0;33;23;19;0;0;17;8;0
16.02.2018;19;0;39;53;56;81;56;38;37;22;36;45;17;0;24;39;0;33;0;39;0;0;8;38;17;0;41;12;17;0;0;22;0;0
16.02.2018;20;0;28;36;59;75;48;37;28;30;32;49;23;0;6;40;0;41;0;52;0;0;0;41;15;0;43;0;34;0;0;20;0;0
16.02.2018;21;1;27;28;58;47;40;19;37;24;32;39;35;0;0;28;0;38;0;52;0;0;0;27;13;0;29;0;31;0;0;15;0;0
16.02.2018;22;0;29;25;29;8;31;0;37;0;36;0;47;0;0;32;0;27;0;39;0;0;0;18;9;0;29;0;32;0;0;9;0;0
16.02.2018;23;0;25;17;25;0;21;0;24;0;26;0;35;0;0;26;0;30;0;39;0;0;0;7;12;0;18;0;25;0;0;11;0;0
16.02.2018;24;0;7;7;10;0;13;0;9;0;15;0;12;0;0;20;0;11;0;29;0;0;0;7;13;0;13;0;15;0;0;9;0;0
17.02.2018;1;0;4;9;12;0;17;0;7;0;9;0;6;0;0;16;0;5;0;14;0;0;0;18;9;0;10;0;11;0;0;10;0;0
17.02.2018;2;0;2;5;19;0;22;0;10;0;12;0;11;0;0;19;0;9;0;17;0;0;0;23;13;0;9;0;16;0;0;11;0;0
17.02.2018;3;0;8;6;26;0;27;0;14;0;13;0;26;0;0;25;0;26;0;35;0;0;0;16;20;0;7;0;20;0;0;20;0;0
17.02.2018;4;0;10;23;36;8;40;2;28;10;29;7;27;0;0;36;0;33;0;38;0;0;0;22;36;0;14;0;26;0;0;26;0;0
