;;ÁÊ;ÂÊ;ÄÊ;ØÊ;Ì1;Ì2;Ì3;Ì4;Ì5;Ì6;Ì7;Ì8;Â1;Â2;Â3;Â4;Ã2;Ã3;Ã4;Ã5;Ã6;Ç1;Ç2;Ê1;Ê2;Ë1;Ï1;Ï2;Ñ1;Õ1;Õ2;Ì9;À1
17.02.2018;5;0;21;33;37;30;32;29;24;39;29;36;25;0;2;22;0;47;0;45;0;0;0;15;23;0;16;3;21;0;0;21;0;0
17.02.2018;6;0;28;35;50;40;47;23;23;39;33;28;24;0;14;31;0;29;0;24;0;0;0;18;10;0;28;6;19;0;0;9;0;0
17.02.2018;7;0;16;43;43;54;42;10;32;32;26;32;21;0;14;27;0;22;0;31;0;0;0;30;13;0;27;15;23;0;0;5;0;0
17.02.2018;8;0;32;36;39;50;41;0;50;35;28;39;19;0;18;24;9;32;0;37;0;0;0;25;19;0;27;12;24;0;0;8;0;0
17.02.2018;9;0;35;42;49;60;43;0;65;41;30;22;17;0;24;18;30;28;0;32;0;0;3;32;32;0;32;10;32;0;0;14;0;0
17.02.2018;10;0;19;51;45;54;45;0;47;35;37;26;12;0;36;30;40;21;0;21;0;0;23;39;38;0;28;23;28;0;0;31;0;0
17.02.2018;11;0;23;64;43;37;33;0;44;41;39;31;28;0;26;21;32;22;0;21;0;0;14;32;35;0;27;18;25;0;0;21;0;0
17.02.2018;12;0;32;33;39;47;38;37;41;38;26;29;18;0;25;26;26;30;0;19;0;0;18;26;30;0;28;18;25;0;0;24;0;0
17.02.2018;13;0;28;31;44;56;42;42;30;30;28;29;17;0;26;19;22;33;0;31;0;0;15;27;22;0;32;15;19;0;0;22;0;0
17.02.2018;14;0;24;27;45;50;43;28;22;29;17;10;15;0;15;33;7;10;0;19;0;0;25;35;24;0;37;17;12;0;0;16;0;0
17.02.2018;15;0;31;33;46;58;47;51;32;59;37;29;13;0;26;41;11;23;0;30;0;0;35;23;40;0;41;29;23;0;0;24;32;0
17.02.2018;16;0;29;31;53;55;46;32;29;53;33;38;19;0;33;28;32;36;0;45;0;0;22;21;28;0;33;22;28;0;0;24;30;0
17.02.2018;17;0;27;29;44;52;41;30;27;28;27;23;10;0;20;36;7;18;0;25;0;0;16;15;16;0;25;14;16;0;0;20;27;0
17.02.2018;18;0;23;38;47;42;36;25;26;36;37;27;19;0;17;31;0;21;0;22;0;0;2;25;20;0;26;22;11;0;0;10;0;1
17.02.2018;19;0;23;22;57;57;50;29;23;25;20;28;20;0;19;33;0;22;0;32;0;0;0;44;22;0;26;16;11;0;0;19;0;0
17.02.2018;20;0;25;25;46;50;35;36;32;22;26;47;21;0;13;33;0;37;0;40;0;0;0;35;12;0;26;9;18;0;0;22;0;0
17.02.2018;21;0;20;15;48;31;35;12;27;12;23;19;23;0;0;27;0;30;0;36;0;0;0;10;17;0;23;0;27;0;0;14;0;0
17.02.2018;22;0;22;18;30;0;31;0;38;0;37;0;35;0;0;28;0;36;0;34;0;0;0;16;11;0;23;0;28;0;0;12;0;0
17.02.2018;23;0;12;15;24;0;20;0;19;0;22;0;22;0;0;21;0;27;0;46;0;0;0;7;7;0;18;0;23;0;0;9;0;0
17.02.2018;24;0;9;7;15;0;22;0;19;0;12;0;5;0;0;10;0;6;0;19;0;0;0;10;8;0;16;0;17;0;0;2;0;0
18.02.2018;1;0;4;7;14;0;19;0;10;0;7;0;7;0;0;12;0;6;0;13;0;0;0;17;5;0;11;0;8;0;0;2;0;0
18.02.2018;2;0;2;7;18;0;26;0;11;0;17;0;12;0;0;19;0;8;0;21;0;0;0;18;11;0;11;0;20;0;0;8;0;0
18.02.2018;3;0;6;2;24;13;25;0;9;0;14;0;19;0;0;23;0;32;0;38;0;0;0;20;15;0;10;0;16;0;0;13;0;0
18.02.2018;4;0;11;10;34;29;29;3;14;11;14;9;23;0;6;30;0;26;1;30;13;0;0;21;22;0;9;15;10;0;0;23;0;0
18.02.2018;5;0;23;24;43;39;34;23;27;31;25;39;21;0;14;18;0;21;10;28;22;0;0;10;14;0;17;11;8;0;0;14;0;0
18.02.2018;6;0;26;32;42;35;36;20;22;34;30;32;26;0;18;25;0;24;3;22;9;0;0;9;5;0;22;6;25;0;0;10;0;0
18.02.2018;7;0;16;25;47;51;46;22;17;35;26;25;16;0;27;33;0;21;0;23;0;0;0;24;10;0;25;9;25;0;0;8;0;0
18.02.2018;8;0;33;37;40;58;39;29;33;39;29;32;23;0;22;38;7;25;0;25;0;0;0;32;15;0;28;10;31;0;0;9;0;1
18.02.2018;9;0;25;29;47;52;47;30;31;39;29;25;15;0;28;22;34;28;0;34;0;0;0;36;21;0;22;13;27;0;0;16;0;0
18.02.2018;10;0;20;33;43;54;48;36;22;46;30;25;15;0;34;22;41;20;0;20;0;0;0;46;23;0;29;24;29;0;0;30;0;0
18.02.2018;11;0;21;38;42;51;38;37;23;33;35;23;20;0;28;18;28;14;0;20;0;0;0;33;27;0;34;11;19;0;0;23;0;0
18.02.2018;12;0;23;34;52;47;39;31;30;36;26;24;24;0;28;19;32;25;0;27;0;0;21;28;21;0;24;15;27;0;0;22;0;0
18.02.2018;13;0;36;29;49;58;38;41;38;39;21;28;20;0;30;45;10;33;0;34;0;0;22;33;24;0;31;21;23;0;0;27;0;0
18.02.2018;14;0;29;25;52;52;43;23;26;27;16;27;23;0;14;32;0;21;0;27;0;0;23;29;21;0;33;17;15;3;0;16;0;0
18.02.2018;15;0;32;43;45;63;41;38;30;52;34;23;20;0;24;31;25;22;0;36;0;0;42;34;37;0;29;28;24;22;0;25;0;0
18.02.2018;16;0;40;25;59;53;45;39;42;40;22;45;26;0;36;43;30;42;0;40;0;0;30;20;27;0;37;23;24;10;0;29;0;0
18.02.2018;17;0;33;41;48;49;41;29;28;39;33;33;20;0;18;43;0;29;0;34;0;0;8;30;22;0;28;20;19;0;0;22;0;0
18.02.2018;18;0;18;43;52;48;42;24;24;39;37;37;21;0;15;36;0;35;0;41;0;0;0;34;19;0;34;20;15;0;0;16;0;0
18.02.2018;19;6;23;55;62;58;58;29;29;28;31;34;20;0;20;39;0;32;0;45;0;0;0;43;15;0;37;22;14;0;0;26;0;0
18.02.2018;20;2;39;42;61;61;53;37;41;29;32;51;23;0;4;35;0;42;0;53;0;0;0;30;8;0;30;10;34;0;0;25;0;0
18.02.2018;21;3;25;39;43;28;35;21;35;17;32;24;20;0;0;30;0;27;0;42;0;0;0;20;15;0;25;0;34;0;0;15;0;0
18.02.2018;22;0;26;25;24;0;22;0;38;0;35;0;43;0;0;25;0;35;0;44;0;0;0;14;9;0;21;0;32;0;0;11;0;0
18.02.2018;23;0;11;10;21;0;22;0;24;0;19;0;25;0;0;25;0;25;0;42;0;0;0;13;15;0;20;0;24;0;0;12;0;0
18.02.2018;24;0;8;12;10;0;16;0;17;0;14;0;7;0;0;16;0;6;0;23;0;0;0;13;12;0;17;0;13;0;0;7;0;0
19.02.2018;1;0;4;8;12;0;17;0;5;0;7;0;6;0;0;16;0;4;0;10;0;0;0;22;8;0;7;0;11;0;0;9;0;0
19.02.2018;2;0;6;2;18;0;23;0;14;0;8;0;6;0;0;22;0;7;0;14;0;0;0;24;15;0;10;0;11;0;0;12;0;0
19.02.2018;3;0;6;8;23;0;29;0;13;0;14;0;20;0;0;29;0;29;0;36;0;0;0;19;17;0;11;0;13;0;0;18;0;0
19.02.2018;4;0;11;26;34;5;31;8;16;12;26;12;32;0;0;30;0;48;0;44;0;0;0;28;24;0;18;0;21;0;0;19;0;0
19.02.2018;5;1;26;62;42;32;37;27;35;34;33;27;19;0;7;25;0;46;0;45;0;0;0;15;9;0;21;7;21;0;0;17;0;0
19.02.2018;6;0;28;43;51;50;41;23;26;39;30;31;27;0;14;25;0;30;0;26;0;0;0;11;7;0;33;15;23;0;0;14;0;0
19.02.2018;7;0;18;36;49;44;40;22;16;34;30;35;27;0;16;29;0;31;0;25;0;0;0;23;12;0;22;12;27;0;0;8;0;1
19.02.2018;8;0;28;36;47;59;40;23;26;37;29;34;26;0;18;34;0;32;0;30;0;0;0;28;14;0;27;13;36;0;0;10;0;0
19.02.2018;9;0;30;24;46;55;40;31;38;39;22;30;23;0;31;33;38;35;0;36;0;0;0;36;21;0;25;15;32;0;0;20;0;0
19.02.2018;10;0;15;33;49;39;30;27;23;31;30;24;21;0;38;25;34;27;0;29;0;0;0;42;25;0;28;14;24;0;0;31;0;0
19.02.2018;11;0;19;40;37;36;19;28;30;38;35;26;18;0;32;22;30;17;0;17;0;0;0;34;27;0;29;10;29;0;0;36;0;0
19.02.2018;12;0;23;30;44;45;33;39;29;39;24;25;18;0;27;22;36;22;0;21;0;0;0;36;18;0;26;17;28;0;0;25;0;0
19.02.2018;13;0;28;26;42;51;42;36;33;25;25;34;22;0;24;24;22;33;0;40;0;0;11;34;12;0;31;16;15;0;0;24;0;0
19.02.2018;14;0;26;36;59;62;56;44;35;41;29;27;15;0;15;38;0;19;0;22;0;0;27;21;25;0;40;24;21;0;0;16;0;0
19.02.2018;15;0;28;41;47;66;47;53;33;53;31;27;16;0;20;53;0;19;0;32;0;0;35;26;35;0;35;33;38;0;0;19;0;0
19.02.2018;16;0;32;54;50;62;51;48;38;43;27;54;25;0;33;66;0;39;0;41;0;0;20;21;27;0;33;32;27;0;0;25;0;0
19.02.2018;17;0;35;43;52;57;48;42;32;35;28;44;22;0;15;39;0;29;0;35;0;0;0;27;16;0;24;17;19;0;0;17;0;0
19.02.2018;18;0;29;50;47;45;37;24;34;31;28;50;26;0;15;39;0;45;0;34;0;0;0;24;14;0;23;21;14;0;0;17;0;0
19.02.2018;19;0;16;42;58;56;50;28;21;25;23;46;30;0;18;36;0;39;0;39;0;0;0;39;10;0;26;17;8;0;0;24;0;0
19.02.2018;20;0;30;32;60;63;56;41;36;23;13;57;30;0;0;25;0;59;0;54;0;0;0;30;7;0;30;8;25;0;0;17;0;0
19.02.2018;21;0;23;19;41;22;36;14;28;13;17;14;25;0;0;28;0;28;0;37;0;0;0;18;10;0;21;0;25;0;0;11;0;0
19.02.2018;22;0;20;19;18;0;33;0;27;0;20;0;43;0;0;15;0;37;0;39;0;0;0;13;8;0;14;0;18;0;0;6;0;0
19.02.2018;23;0;13;7;19;0;30;0;19;0;11;0;19;0;0;19;0;23;0;30;0;0;0;7;9;0;17;0;14;0;0;6;0;0
19.02.2018;24;0;0;4;10;0;13;0;7;0;7;0;5;0;0;10;0;6;0;15;0;0;0;8;7;0;14;0;10;0;0;6;0;0
20.02.2018;1;0;0;3;14;0;13;0;4;0;2;0;2;0;0;8;0;4;0;9;0;0;0;13;1;0;6;0;6;0;0;1;0;0
20.02.2018;2;0;0;5;17;0;20;0;7;0;17;0;9;0;0;20;0;4;0;15;0;0;0;19;10;0;10;0;19;0;0;8;0;0
20.02.2018;3;0;2;7;27;0;19;0;8;0;18;0;23;0;0;22;0;28;0;38;0;0;0;11;20;0;11;0;17;0;0;14;0;0
20.02.2018;4;0;14;15;32;8;33;7;16;17;26;7;26;0;0;30;0;30;0;36;5;0;0;20;25;0;12;0;30;0;0;23;0;0
20.02.2018;5;0;26;31;42;30;31;25;35;37;37;34;21;0;0;28;0;30;0;45;19;0;0;18;16;0;25;5;19;0;0;18;0;0
20.02.2018;6;0;30;38;46;45;33;36;30;41;34;34;18;0;12;30;0;26;0;26;6;0;0;11;11;0;32;9;20;0;0;10;0;0
20.02.2018;7;0;21;33;47;53;37;32;24;35;22;27;26;0;15;27;0;22;0;24;0;0;0;28;15;0;31;10;22;0;0;10;0;0
20.02.2018;8;0;36;28;52;63;49;28;33;45;17;35;21;0;15;39;0;27;0;30;0;0;0;30;15;0;31;14;38;0;0;7;0;0
20.02.2018;9;0;25;30;42;52;40;32;27;41;29;26;20;0;23;61;0;20;0;31;0;0;0;32;19;0;30;18;31;0;0;10;0;0
20.02.2018;10;0;18;28;39;39;29;21;17;32;24;32;25;0;40;59;0;24;0;29;0;0;0;27;19;0;28;20;19;0;0;28;0;0
20.02.2018;11;0;18;31;37;41;31;29;20;30;31;24;21;0;32;49;0;14;0;17;0;0;0;30;30;0;20;15;17;0;0;32;0;0
20.02.2018;12;0;20;25;40;39;34;37;27;42;17;20;18;0;38;53;2;16;0;16;0;0;4;31;27;0;18;19;25;0;0;21;0;0
20.02.2018;13;0;27;24;51;56;53;38;33;32;24;38;20;0;33;28;22;27;0;31;0;0;11;24;13;0;27;21;15;0;0;23;0;0
20.02.2018;14;0;23;29;45;53;45;40;27;35;22;25;16;0;20;19;21;14;0;23;0;0;28;29;35;0;37;26;14;0;0;16;0;0
20.02.2018;15;0;31;33;40;48;38;45;40;46;28;28;21;0;32;17;25;24;0;30;0;0;28;27;45;0;28;27;27;0;0;24;0;0
20.02.2018;16;0;35;16;45;55;45;36;44;30;17;42;16;0;36;23;31;37;0;42;0;0;22;11;30;0;32;25;20;0;0;18;0;0
20.02.2018;17;0;34;36;46;52;43;32;38;38;35;35;26;0;24;32;10;29;0;33;0;0;2;24;17;0;24;25;18;0;0;14;0;1
20.02.2018;18;0;29;39;50;46;41;18;30;38;30;37;31;0;16;37;0;37;0;39;0;0;0;26;11;0;28;23;14;0;0;10;0;0
20.02.2018;19;0;25;26;59;62;42;27;33;28;23;33;24;0;13;35;0;34;0;39;0;0;0;34;9;0;28;16;8;0;0;20;0;0
20.02.2018;20;0;27;32;56;49;41;32;45;30;18;50;32;0;0;32;0;53;0;55;0;0;0;28;4;0;27;12;26;0;0;21;0;0
20.02.2018;21;0;24;21;39;0;43;0;36;0;18;14;30;0;0;27;0;28;0;40;0;0;0;20;9;0;26;0;26;0;0;20;0;0
20.02.2018;22;0;27;22;21;0;20;0;34;0;14;0;40;0;0;15;0;34;0;36;0;0;0;14;9;0;21;0;24;0;0;9;0;0
20.02.2018;23;0;11;13;18;0;18;0;21;0;7;0;20;0;0;23;0;26;0;41;0;0;0;6;13;0;17;0;14;0;0;11;0;0
20.02.2018;24;0;1;2;12;0;13;0;7;0;5;0;5;0;0;12;0;4;0;14;0;0;0;8;7;0;13;0;12;0;0;5;0;0
21.02.2018;1;0;1;6;9;0;15;0;3;0;4;0;3;0;0;11;0;4;0;8;0;0;0;12;5;0;8;0;6;0;0;5;0;0
21.02.2018;2;0;9;4;18;0;17;0;6;0;9;0;12;0;0;18;0;9;0;16;0;0;0;17;8;0;11;0;19;0;0;10;0;0
21.02.2018;3;0;6;6;30;0;20;0;14;0;11;0;24;0;0;28;0;30;0;38;0;0;0;16;20;0;18;0;24;0;0;18;0;0
21.02.2018;4;0;9;14;33;0;26;0;18;2;31;0;33;0;0;30;0;32;0;40;5;0;0;23;26;0;18;0;34;0;0;18;0;0
21.02.2018;5;0;24;35;44;29;23;32;40;48;39;27;21;0;12;23;0;31;0;40;13;0;0;12;12;0;21;17;24;0;0;12;0;0
21.02.2018;6;0;27;40;43;43;28;24;30;42;32;23;12;0;15;26;0;22;0;24;5;0;0;14;6;0;32;9;20;0;0;8;0;0
21.02.2018;7;0;24;34;50;60;44;31;28;30;27;36;20;0;19;33;0;25;0;25;0;0;0;29;15;0;31;8;23;0;0;8;0;0
21.02.2018;8;0;35;34;50;55;39;32;43;50;30;34;17;0;16;43;0;33;0;34;0;0;0;35;19;0;32;11;37;0;0;9;0;0
21.02.2018;9;0;26;20;39;39;29;37;39;34;18;25;16;0;30;44;34;27;0;28;0;0;0;38;19;0;28;12;30;0;0;17;0;0
21.02.2018;10;0;23;30;43;44;39;36;21;30;24;25;19;0;33;24;26;24;0;24;0;0;0;29;20;0;26;18;21;0;0;24;0;0
21.02.2018;11;0;24;25;44;42;43;38;23;28;20;20;18;0;31;14;27;12;0;13;0;0;0;25;19;0;33;10;23;0;0;22;0;0
21.02.2018;12;0;24;29;47;57;45;37;32;32;20;30;16;0;24;27;24;18;0;11;0;0;12;21;19;0;20;11;25;5;0;20;0;0
21.02.2018;13;0;30;25;47;55;48;43;34;42;23;40;18;0;27;29;22;36;0;36;0;0;14;20;18;0;12;21;18;13;0;27;0;0
21.02.2018;14;0;30;33;49;56;52;41;39;39;30;27;11;0;13;16;16;19;0;32;0;0;26;23;27;0;22;16;15;26;0;11;0;0
21.02.2018;15;0;29;35;47;54;50;46;37;51;30;33;15;0;25;18;28;24;0;36;0;0;37;31;32;0;30;27;26;23;0;22;26;0
21.02.2018;16;0;34;35;49;63;49;54;39;51;29;43;12;0;31;24;33;38;0;40;0;0;24;14;24;0;21;25;25;13;0;24;26;0
21.02.2018;17;0;39;35;46;63;49;38;38;44;29;40;18;0;10;32;13;37;0;41;0;0;15;21;18;0;25;22;20;3;0;19;1;0
21.02.2018;18;0;27;36;47;61;49;32;27;43;30;50;16;0;15;35;0;41;0;39;0;0;15;18;21;0;23;21;13;0;0;16;0;0
21.02.2018;19;0;27;36;60;70;56;32;35;29;25;39;16;0;22;43;0;31;0;34;0;0;10;36;21;0;28;21;15;0;0;26;0;0
21.02.2018;20;0;30;32;51;63;56;44;33;29;13;61;35;0;16;34;0;56;0;56;0;0;0;32;11;0;32;15;18;0;0;27;0;0
21.02.2018;21;0;19;27;40;13;39;6;26;10;22;24;35;0;0;28;0;34;0;47;0;0;0;19;16;0;19;0;27;0;0;16;0;0
21.02.2018;22;0;24;24;25;0;32;0;32;0;23;0;47;0;0;19;0;39;0;42;0;0;0;10;7;0;23;0;30;0;0;11;0;0
21.02.2018;23;0;7;9;20;0;29;0;21;0;13;0;20;0;0;19;0;22;0;31;0;0;0;10;14;0;16;0;22;0;0;9;0;0
21.02.2018;24;0;7;4;13;0;20;0;20;0;9;0;10;0;0;15;0;11;0;20;0;0;0;13;12;0;10;0;17;0;0;7;0;0
22.02.2018;1;0;2;8;14;0;17;0;9;0;6;0;4;0;0;10;0;6;0;10;0;0;0;12;5;0;8;0;12;0;0;6;0;0
22.02.2018;2;0;1;3;20;0;20;0;9;0;7;0;10;0;0;15;0;11;0;17;0;0;0;17;9;0;9;0;15;0;0;6;0;0
22.02.2018;3;0;3;6;34;0;15;0;13;0;10;0;26;0;0;19;0;32;0;38;0;0;0;6;16;0;8;0;15;0;0;15;0;0
22.02.2018;4;0;12;18;37;3;22;2;22;9;26;5;36;0;0;26;0;31;14;38;20;0;0;18;25;0;14;0;30;0;0;18;0;0
22.02.2018;5;0;23;36;46;31;29;34;32;48;35;40;19;0;3;24;0;27;12;37;19;0;0;14;10;0;20;10;28;0;0;14;0;0
22.02.2018;6;0;28;41;44;51;36;26;35;41;32;42;18;0;16;25;0;28;0;27;8;0;0;18;12;0;30;15;24;0;0;11;0;0
22.02.2018;7;0;25;37;46;53;41;31;39;37;27;38;24;0;19;30;0;28;0;29;0;0;0;27;16;0;26;14;27;0;0;10;0;0
22.02.2018;8;0;36;36;46;65;51;36;47;42;32;36;24;0;15;22;27;35;0;32;0;0;0;38;23;0;38;10;30;0;0;10;0;0
22.02.2018;9;0;30;29;36;38;34;39;42;48;29;23;15;0;39;31;48;34;0;31;0;0;0;37;30;0;32;13;35;0;0;28;0;0
22.02.2018;10;0;20;39;42;41;43;35;30;44;34;32;17;0;38;37;35;25;0;27;0;0;7;28;24;0;25;22;24;4;0;38;0;0
22.02.2018;11;0;22;36;43;50;40;35;29;39;33;25;19;0;34;25;31;14;0;16;0;0;23;30;28;0;17;17;30;13;0;31;0;0
22.02.2018;12;0;25;33;43;46;43;43;38;39;24;29;21;0;22;21;36;22;0;20;0;0;20;20;17;0;12;18;28;8;0;22;0;0
22.02.2018;13;0;27;47;45;52;44;49;34;40;33;34;17;0;23;23;30;33;0;33;0;0;16;25;23;0;21;21;19;12;0;24;0;0
22.02.2018;14;0;31;46;40;42;41;45;37;34;21;16;16;0;15;15;21;17;0;29;0;0;28;19;29;0;15;22;16;17;0;15;0;0
22.02.2018;15;0;36;48;46;56;41;55;41;51;32;25;19;0;29;20;30;19;0;26;0;0;32;17;38;0;23;35;31;14;0;21;0;0
22.02.2018;16;0;39;37;51;54;55;46;46;46;29;40;20;0;31;40;27;37;0;41;0;0;26;14;32;0;23;36;31;14;0;22;0;0
22.02.2018;17;0;38;59;50;44;44;37;41;34;35;36;21;0;17;40;0;28;0;31;0;0;15;20;26;0;23;26;18;0;0;25;0;0
22.02.2018;18;0;25;35;53;52;46;26;27;31;29;44;27;0;16;35;0;40;0;36;0;0;15;23;15;0;28;24;15;0;0;17;0;0
22.02.2018;19;0;29;31;51;57;44;33;32;29;18;46;23;0;15;36;0;41;0;43;0;0;5;36;19;0;30;24;11;0;0;20;0;0
22.02.2018;20;0;32;38;57;57;49;37;36;38;25;52;36;0;2;31;0;52;0;50;0;0;0;26;11;0;22;7;35;0;0;29;0;0
22.02.2018;21;0;23;23;43;27;46;18;34;10;16;17;25;0;0;29;0;32;0;36;0;0;0;17;11;0;21;0;25;0;0;17;0;0
22.02.2018;22;0;29;28;19;0;30;0;40;0;24;0;47;0;0;16;0;42;0;39;0;0;0;14;12;0;17;0;26;0;0;8;0;0
22.02.2018;23;0;8;14;14;0;24;0;18;0;14;0;17;0;0;23;0;23;0;30;0;0;0;14;17;0;13;0;21;0;0;15;0;0
22.02.2018;24;0;5;6;16;0;24;0;16;0;11;0;16;0;0;10;0;13;0;19;0;0;0;11;8;0;16;0;12;0;0;4;0;0
23.02.2018;1;0;3;3;10;0;12;0;4;0;3;0;4;0;0;11;0;4;0;10;0;0;0;10;3;0;8;0;7;0;0;6;0;0
23.02.2018;2;0;5;4;17;0;15;0;11;0;9;0;4;0;0;18;0;7;0;16;0;0;0;21;9;0;10;0;8;0;0;10;0;0
23.02.2018;3;0;6;6;31;0;36;0;16;0;13;0;28;0;0;23;0;32;0;42;0;0;0;21;12;0;16;0;15;0;0;16;0;0
23.02.2018;4;0;13;19;39;13;44;5;21;7;26;5;30;0;0;29;0;40;0;45;4;0;0;25;21;0;12;0;20;0;0;18;0;0
23.02.2018;5;0;27;42;49;38;40;40;40;56;36;35;22;0;4;23;0;29;0;36;10;0;0;9;15;0;26;5;31;0;0;17;0;0
23.02.2018;6;0;30;56;41;36;34;32;33;39;37;27;10;0;18;30;0;26;0;23;0;0;0;15;11;0;25;10;23;0;0;11;0;0
23.02.2018;7;0;22;49;53;50;43;35;29;31;25;23;16;0;19;24;0;21;0;22;0;0;0;29;16;0;27;11;22;0;0;9;0;0
23.02.2018;8;0;34;46;44;56;32;33;44;42;30;32;16;0;17;24;18;28;0;31;0;0;0;37;19;0;31;12;30;0;0;8;0;0
23.02.2018;9;0;27;47;38;37;25;31;37;40;29;22;18;0;22;19;38;28;0;28;0;0;0;38;21;0;17;16;29;0;0;17;0;0
23.02.2018;10;0;18;40;45;40;39;32;25;45;34;29;20;0;28;29;34;27;0;24;0;0;0;27;26;0;22;23;26;0;0;25;0;0
23.02.2018;11;0;17;48;39;34;24;29;27;36;31;20;12;0;20;16;25;13;0;14;0;0;5;25;21;0;26;22;25;0;0;21;0;0
23.02.2018;12;0;24;27;42;43;35;40;35;37;20;20;13;0;26;24;28;20;0;17;0;0;19;15;27;0;21;22;23;0;0;24;0;0
23.02.2018;13;0;28;27;48;51;43;43;32;41;25;34;16;0;26;25;23;34;0;37;0;0;22;19;24;0;26;22;18;0;0;28;0;0
23.02.2018;14;0;23;32;58;55;57;40;30;40;31;29;10;0;16;18;23;18;0;26;0;0;26;25;28;0;33;26;16;0;0;16;18;0
23.02.2018;15;0;20;39;48;46;47;48;27;46;32;27;10;0;22;24;21;22;0;40;0;0;27;24;37;0;34;28;28;0;0;18;54;0
23.02.2018;16;0;36;24;52;51;50;42;35;52;30;45;7;0;20;51;0;40;0;40;0;0;28;13;26;0;28;32;25;0;0;16;39;0
23.02.2018;17;0;34;41;50;47;45;44;36;38;32;40;18;0;20;43;0;39;0;36;0;0;21;18;20;0;20;20;22;0;0;17;11;0
23.02.2018;18;0;19;30;48;47;46;23;18;35;27;37;21;0;17;39;0;39;0;38;0;0;16;21;16;0;24;24;20;0;0;18;0;0
23.02.2018;19;0;23;31;62;75;55;35;30;26;20;41;22;0;20;41;0;35;0;37;0;0;17;25;14;0;35;18;11;0;0;24;0;0
23.02.2018;20;0;32;32;49;57;44;35;35;26;14;55;28;0;14;35;0;52;0;51;0;0;7;21;10;0;24;21;17;0;0;23;0;0
23.02.2018;21;0;19;29;41;23;47;15;31;26;27;18;28;0;0;28;0;26;0;27;0;0;0;24;14;0;17;0;38;0;0;17;0;0
23.02.2018;22;0;26;21;21;0;33;0;38;0;26;0;47;0;0;20;0;40;0;42;0;0;0;18;4;0;20;0;30;0;0;7;0;0
23.02.2018;23;0;8;11;18;0;28;0;16;0;13;0;24;0;0;21;0;27;0;37;0;0;0;11;12;0;15;0;19;0;0;11;0;0
23.02.2018;24;0;9;4;13;0;22;0;21;0;13;0;7;0;0;15;0;9;0;20;0;0;0;11;20;0;16;0;16;0;0;10;0;0
24.02.2018;1;0;5;9;15;0;24;0;12;0;4;0;7;0;0;17;0;5;0;11;0;0;0;18;9;0;11;0;9;0;0;8;0;0
24.02.2018;2;0;2;3;23;0;21;0;14;0;12;0;9;0;0;18;0;7;0;18;0;0;0;17;11;0;12;0;16;0;0;11;0;0
24.02.2018;3;0;2;12;29;0;27;0;19;0;19;0;23;0;0;23;0;29;0;39;0;0;0;15;27;0;14;0;17;0;0;20;0;0
24.02.2018;4;0;12;18;35;14;26;5;24;11;26;13;26;0;3;32;0;30;3;40;13;0;0;26;39;0;16;5;12;0;0;21;0;0
24.02.2018;5;0;31;31;43;39;31;37;42;39;29;40;17;0;17;27;0;27;13;27;16;0;0;18;16;0;26;15;14;0;0;15;0;0
24.02.2018;6;0;27;33;49;44;32;29;30;38;26;32;15;0;16;24;0;21;4;18;7;0;0;16;9;0;23;11;27;0;0;8;0;0
24.02.2018;7;0;19;30;39;49;32;1;34;26;24;9;22;0;20;34;0;20;0;23;0;0;0;27;15;0;23;12;25;0;0;7;0;0
24.02.2018;8;0;35;30;44;50;39;0;62;35;28;0;26;0;16;35;0;23;0;29;0;0;0;28;27;0;27;11;24;0;0;8;0;0
24.02.2018;9;0;23;27;32;33;21;0;48;36;27;0;25;0;30;64;0;27;0;31;0;0;0;28;29;0;21;14;25;0;0;20;0;0
24.02.2018;10;0;22;33;43;40;40;0;43;36;31;0;26;0;29;60;0;22;0;22;0;0;0;38;30;0;22;24;24;0;0;33;0;0
24.02.2018;11;0;18;38;39;41;29;30;34;34;39;0;28;0;22;41;11;17;0;15;0;0;0;39;37;0;25;17;23;0;0;25;0;0
24.02.2018;12;0;26;28;41;45;34;31;22;43;24;0;34;0;29;29;28;23;0;20;0;0;21;24;23;0;21;18;26;0;0;22;0;0
24.02.2018;13;0;32;29;45;56;38;41;29;42;30;0;37;0;24;28;17;25;0;32;0;0;20;23;19;0;32;17;21;0;0;26;0;0
24.02.2018;14;0;23;24;45;39;42;23;20;31;19;0;19;0;13;35;0;10;0;14;0;0;24;20;19;0;28;23;15;0;0;9;0;0
24.02.2018;15;0;29;35;50;59;39;42;34;52;29;0;29;0;21;36;0;19;0;23;0;0;28;21;41;0;23;30;31;0;0;24;0;0
24.02.2018;16;0;33;30;48;56;45;44;34;42;28;0;41;0;29;56;0;37;0;42;0;0;25;17;33;0;27;31;25;0;0;30;0;0
24.02.2018;17;0;28;35;41;32;28;29;29;35;31;0;32;0;17;39;0;24;0;21;0;0;19;15;20;0;23;20;14;0;0;22;0;0
24.02.2018;18;0;17;30;48;37;35;21;19;36;24;3;26;0;17;33;0;32;0;33;0;0;9;23;25;0;17;22;14;0;0;15;0;0
24.02.2018;19;0;21;39;57;52;43;27;23;24;21;37;37;0;13;39;0;33;0;32;0;0;0;46;17;0;22;24;18;0;0;22;0;0
24.02.2018;20;0;32;28;59;40;37;34;34;19;9;52;38;0;0;32;0;49;0;53;0;0;0;26;9;0;24;0;27;0;0;28;0;0
